word,word_sen,word_sen_trans,trans,example
sweat,I was sweating a lot despite the air conditioning.,尽管开着空调，我仍是满头大汗。,"v.使出汗；流出；使干苦活；剥削；藉出汗减轻；焦急地期待
n.汗；水珠；焦急；苦差使
","1. I was sweating a lot despite the air conditioning.
尽管开着空调，我仍是满头大汗。
"
ugly,a very ugly man,非常丑陋的男子,"adj.丑陋的；邪恶的；令人厌恶的
","1. a very ugly man
非常丑陋的男子
2. the ugliest building in town
城里最难看的建筑
3. Nick’s dog is as ugly as sin (= very ugly ).
尼克的狗难看得要命。
"
graphic,a graphic artist,平面造型艺术家,"adj.形象的；图表的；绘画似的
","1. a graphic artist
平面造型艺术家
2. the graphic arts
平面造型艺术
"
territory,Hong Kong is a Chinese territory.,香港是中国的领土。,"n.领土，领域；范围；地域；版图
","1. Hong Kong is a Chinese territory.
香港是中国的领土。
"
drunk,He must be either mad or drunk.,他要么是疯了，要么是喝醉了。,"v.喝酒（drink的过去分词）
adj.喝醉了的
","1. He must be either mad or drunk.
他要么是疯了，要么是喝醉了。
2. Last night I got drunk and rolfed my dinner.
昨天晚上我喝醉了，把晚饭全吐出来了。
"
captain,The captain and crew welcome you aboard.,机长和全体机组人员欢迎各位乘坐本次航班。,"n.队长，首领；船长；上尉；海军上校
v.指挥；率领
","1. The captain and crew welcome you aboard.
机长和全体机组人员欢迎各位乘坐本次航班。
"
vicinity,The stolen car was found in the vicinity of the station.,被盗汽车在车站附近被发现。,"n.邻近，附近；近处
","1. The stolen car was found in the vicinity of the station.
被盗汽车在车站附近被发现。
2. There used to be a mill in the vicinity.
附近曾有一座磨坊。
"
puppet,When the invasion occurred he seized power and ruled the country as a puppet of the occupiers.,他趁入侵之时夺取了政权，作为占领者的傀儡统治着这个国家。,"n.木偶；傀儡；受他人操纵的人
","1. When the invasion occurred he seized power and ruled the country as a puppet of the occupiers.
他趁入侵之时夺取了政权，作为占领者的傀儡统治着这个国家。
"
offspring,a young mother trying to control her offspring,一个想管住自己孩子的年轻妈妈,"n.后代，子孙；产物
","1. a young mother trying to control her offspring
一个想管住自己孩子的年轻妈妈
"
landlord,His landlord doubled the rent.,他的房东把房租提高了一倍。,"n.房东，老板；地主
","1. His landlord doubled the rent.
他的房东把房租提高了一倍。
"
stagger,He managed to stagger home.,他好不容易才蹒跚着走回家。,"v.蹒跚；使交错；使犹豫
n.蹒跚；交错安排
adj.交错的；错开的
","1. He managed to stagger home.
他好不容易才蹒跚着走回家。
2. She staggered back a step.
她踉跄着后退了一步。
3. The old man staggered drunkenly to his feet.
老汉醉醺醺地踉跄着站了起来。
"
nineteen,It was nineteen minutes past seven.,当时是7点19分。,"num.十九
","1. It was nineteen minutes past seven.
当时是7点19分。
2. I was only nineteen (= 19 years old ).
我当时只有19岁。
"
seed,He’s been top seed for the past two years.,他在过去两年中一直是头号种子选手。,"n.种子；根据；精液；萌芽；子孙；原由
v.播种；结实；成熟；去…籽
","1. He’s been top seed for the past two years.
他在过去两年中一直是头号种子选手。
"
cosmic,...the cosmic laws governing our world.,…主宰我们世界的宇宙法则。,"adj.宇宙的（等于cosmical）
","1. ...the cosmic laws governing our world.
…主宰我们世界的宇宙法则。
"
plentiful,a plentiful supply of food,食物的大量供应,"adj.丰富的；许多的；丰饶的；众多的
","1. a plentiful supply of food
食物的大量供应
"
comb,Your hair needs a good comb.,你的头发需要好好梳理一下。,"n.梳子；蜂巢；鸡冠
v.梳头发；梳毛
","1. Your hair needs a good comb.
你的头发需要好好梳理一下。
"
singular,the singular form of the noun,该名词的单数形式,"adj.单数的；单一的；非凡的；异常的
n.单数
","1. the singular form of the noun
该名词的单数形式
2. If the subject is singular, use a singular verb.
如果主语是单数，就用单数动词。
"
handful,There were only a handful of people there.,那里只有几个人。,"n.少数；一把；棘手事
","1. There were only a handful of people there.
那里只有几个人。
"
oxide,iron oxide,氧化铁,"n.[化学] 氧化物
","1. iron oxide
氧化铁
"
kindergarten,To my kindergarten.,去我的幼儿园。,"n.幼儿园；幼稚园
","1. To my kindergarten.
去我的幼儿园。
2. She looks after children in the kindergarten.
她在幼儿园照看孩子。
"
actress,She's not only a great dramatic actress but she's also very funny.,她不仅是一位伟大的女戏剧演员，而且也很幽默。,"n.女演员
","1. She's not only a great dramatic actress but she's also very funny.
她不仅是一位伟大的女戏剧演员，而且也很幽默。
"
fisherman,"But there was a price below which they dared not go, for it had happened that a fisherman in despair had given his pearls to the church.",但是有一个价格底线，他们不敢低于这个价格了，因为曾有渔夫因为价格太低而绝望得宁愿把珍珠募捐给教堂。,"n.渔夫；渔人
","1. But there was a price below which they dared not go, for it had happened that a fisherman in despair had given his pearls to the church.
但是有一个价格底线，他们不敢低于这个价格了，因为曾有渔夫因为价格太低而绝望得宁愿把珍珠募捐给教堂。
"
adore,Betty adores her grandchildren.,贝蒂非常宠爱孙辈。,"v.崇拜；爱慕；喜爱；极喜欢
n.(Adore)人名；(法)阿多尔
","1. Betty adores her grandchildren.
贝蒂非常宠爱孙辈。
"
turbine,The new ship will be powered by two gas turbines and four diesel engines.,那艘新轮船将由2台燃气涡轮机和4台柴油机驱动。,"n.[动力] 涡轮；[动力] 涡轮机
","1. The new ship will be powered by two gas turbines and four diesel engines.
那艘新轮船将由2台燃气涡轮机和4台柴油机驱动。
"
cop,"Cop hold of the other end, will you?",你拿着另一头，好不好？,"v.抓住
n.巡警，警官
","1. Cop hold of the other end, will you?
你拿着另一头，好不好？
"
cow,a herd of cows,一群牛,"n.奶牛，母牛；母兽
v.威胁，恐吓
","1. a herd of cows
一群牛
"
meantime,"The doctor will be here soon. In the meantime, try and relax.",医生很快就来，现在尽量放松一下。,"n.其时，其间
adv.同时；其间
","1. The doctor will be here soon. In the meantime, try and relax.
医生很快就来，现在尽量放松一下。
2. I didn’t see her for another five years, and in the meantime she had got married and had a couple of kids.
我又有五年没见到她，在此期间她结了婚并生了几个孩子。
"
frontier,a novel about a family’s struggle on the American frontier,描写一家人在美国边远地区奋斗的小说,"n.前沿；边界；国境
adj.边界的；开拓的
","1. a novel about a family’s struggle on the American frontier
描写一家人在美国边远地区奋斗的小说
"
cylinder,The gases are stored in cylinders.,气体储存在圆筒内。,"n.圆筒；汽缸；[数] 柱面；圆柱状物
","1. The gases are stored in cylinders.
气体储存在圆筒内。
"
sweep,I swept the papers quickly into the drawer.,我迅速把那些文件扫进抽屉里。,"v.扫除；猛拉；掸去
n.打扫，扫除；范围；全胜
","1. I swept the papers quickly into the drawer.
我迅速把那些文件扫进抽屉里。
"
december,,,"n.十二月
",
cosy,The living room was warm and cosy .,客厅暖和又舒适。,"adj.舒适的；惬意的
n.保温罩
","1. The living room was warm and cosy .
客厅暖和又舒适。
"
hound,"After the court case, Lee was hounded relentlessly by the press.",案件审结后，李不断受到新闻界的骚扰。,"v.追猎；烦扰；激励
n.猎犬；卑劣的人
","1. After the court case, Lee was hounded relentlessly by the press.
案件审结后，李不断受到新闻界的骚扰。
"
hurricane,The hurricane devastated a large section of the coast.,飓风毁坏了沿海地区的大部分。,"n.飓风，暴风
","1. The hurricane devastated a large section of the coast.
飓风毁坏了沿海地区的大部分。
2. The hurricane demage was assessed at three million dollars.
飓风损害赔偿金的金额被确定为三百万美元。
3. The building can accommodate all of the offshore workers and protect them from hurricane damage.
这个建筑能容纳所有的海上工人并且保护他们不受飓风的伤害。
"
corn,fields of corn,一片片麦田,"n.（美）玉米；（英）谷物；[皮肤] 鸡眼
v.腌；使成颗粒
","1. fields of corn
一片片麦田
2. an ear of corn
谷穗
"
traitor,Some say he's a traitor to the peace movement.,一些人说他是和平运动的背叛者。,"n.叛徒；卖国贼；背信弃义的人
","1. Some say he's a traitor to the peace movement.
一些人说他是和平运动的背叛者。
"
federation,the National Federation of Women’s Institutes,〔英国及英联邦国家〕妇女协会全国联合会,"n.联合；联邦；联盟；联邦政府
","1. the National Federation of Women’s Institutes
〔英国及英联邦国家〕妇女协会全国联合会
"
pirate,Computer game pirates cost the industry twenty million pounds a year.,电脑游戏盗版者每年要给该行业带来两千万英镑的损失。,"n.海盗；盗版；侵犯专利权者
v.掠夺；翻印；剽窃
","1. Computer game pirates cost the industry twenty million pounds a year.
电脑游戏盗版者每年要给该行业带来两千万英镑的损失。
"
profile,Dani has a lovely profile.,达尼的侧面轮廓很好看。,"n.侧面；轮廓；外形；剖面；简况
v.描…的轮廓；扼要描述
","1. Dani has a lovely profile.
达尼的侧面轮廓很好看。
"
thrust,He jumped back to avoid another thrust of the knife.,他往后一闪，躲避再次捅来的一刀。,"n.[力] 推力；刺
v.插；插入；推挤
","1. He jumped back to avoid another thrust of the knife.
他往后一闪，躲避再次捅来的一刀。
2. She thrust her way into the crowd.
她挤进了人群。
"
camera,Her grandmother lent her a camera for a school trip to Venice and Egypt.,她的祖母借给她一部相机，让她在学校组织的到威尼斯和埃及的旅行中使用。,"n.照相机；摄影机
","1. Her grandmother lent her a camera for a school trip to Venice and Egypt.
她的祖母借给她一部相机，让她在学校组织的到威尼斯和埃及的旅行中使用。
"
fluent,He spoke in fluent Italian.,他用流利的意大利语讲话。,"adj.流畅的，流利的；液态的；畅流的
","1. He spoke in fluent Italian.
他用流利的意大利语讲话。
"
cabinet,a cabinet meeting,内阁会议,"n.内阁；橱柜；展览艺术品的小陈列室
adj.内阁的；私下的，秘密的
","1. a cabinet meeting
内阁会议
2. a member of the Cabinet
内阁成员
"
harassment,African-Americans have been complaining about police harassment for years.,美国黑人多年来一直抱怨受到警察的骚扰。,"n.骚扰；烦恼
","1. African-Americans have been complaining about police harassment for years.
美国黑人多年来一直抱怨受到警察的骚扰。
"
sacred,a sacred vow,神圣的誓言,"adj.神的；神圣的；宗教的；庄严的
","1. a sacred vow
神圣的誓言
2. the miraculous powers of sacred relics
圣物的神奇力量
3. Certain animals were considered sacred.
有些动物被认为是神圣的。
"
threshold,She opened the door and stepped across the threshold.,她打开门，跨过门槛。,"n.入口；门槛；开始；极限；临界值
","1. She opened the door and stepped across the threshold.
她打开门，跨过门槛。
"
owing,"You need to pay the amount owing, plus the interest.",你需要付清欠款，外加利息。,"adj.未付的；欠着的
v.欠；把…归功于（owe的ing形式）
","1. You need to pay the amount owing, plus the interest.
你需要付清欠款，外加利息。
"
unit,The man is in the hospital’s intensive care unit.,那名男子在医院的重症监护室。,"n.单位，单元；装置；[军] 部队；部件
","1. The man is in the hospital’s intensive care unit.
那名男子在医院的重症监护室。
"
nationality,people of the same nationality,同国籍的人,"n.国籍，国家；民族；部落
","1. people of the same nationality
同国籍的人
"
usage,a book on modern English usage,关于现代英语用法的书,"n.使用；用法；惯例
","1. a book on modern English usage
关于现代英语用法的书
"
potato,"Marie stood at the sink, peeling potatoes (= cutting off the skin ) .",玛丽站在洗涤槽边削土豆皮。,"n.[作物] 土豆，[作物] 马铃薯
","1. Marie stood at the sink, peeling potatoes (= cutting off the skin ) .
玛丽站在洗涤槽边削土豆皮。
"
cord,The robe was held at the waist by a cord.,在袍子腰处束了根细绳。,"n.绳索；束缚
v.用绳子捆绑
","1. The robe was held at the waist by a cord.
在袍子腰处束了根细绳。
2. He pulled explosives and some tangled cord from his bag.
他从他的包里掏出炸药和一些乱糟糟的绳子。
"
deficit,the country’s widening budget deficit,这个国家日益严重的预算赤字,"n.赤字；不足额
","1. the country’s widening budget deficit
这个国家日益严重的预算赤字
2. the US’s foreign trade deficit
美国的对外贸易逆差
"
fracture,a stress fracture in his left knee,他左膝上的应力性骨折,"n.破裂，断裂；[外科] 骨折
v.破裂；折断
","1. a stress fracture in his left knee
他左膝上的应力性骨折
2. a hairline fracture
细小的裂缝
"
bandage,We put some ointment and a bandage on his knee.,我们在他的膝盖上涂了些药膏，还缠了一条绷带。,"n.绷带
v.用绷带包扎
","1. We put some ointment and a bandage on his knee.
我们在他的膝盖上涂了些药膏，还缠了一条绷带。
"
downward,a gentle downward slope,缓坡,"adj.向下的，下降的
adv.向下
","1. a gentle downward slope
缓坡
2. Benedict pointed downward again with his stick.
贝内迪克特又用他的拐杖向下指了指。
"
platform,The Edinburgh train will depart from platform six.,开往爱丁堡的火车将从六号站台发车。,"n.平台；月台，站台；坛；讲台
","1. The Edinburgh train will depart from platform six.
开往爱丁堡的火车将从六号站台发车。
"
tidy,a tidy desk,整洁的书桌,"adj.整齐的；相当大的
v.整理；收拾；弄整齐
n.椅子的背罩
","1. a tidy desk
整洁的书桌
2. I try to keep the garden tidy .
我尽量保持花园整洁。
3. Ellen’s room is always neat and tidy .
埃伦的房间总是非常整洁。
"
goat,,,"n.山羊；替罪羊（美俚）；色鬼（美俚）
",
greedy,a greedy and selfish society,一个贪婪自私的社会,"adj.贪婪的；贪吃的；渴望的
","1. a greedy and selfish society
一个贪婪自私的社会
2. He looked at the gold with greedy eyes.
他贪婪地看着这些金子。
3. Have you eaten them all, you greedy pig?
你把那些全吃了？你这贪吃的猪！
"
slender,She is slender and stylish.,她身材修长，穿着时髦。,"adj.细长的；苗条的；微薄的
","1. She is slender and stylish.
她身材修长，穿着时髦。
2. Laura’s tall, slender figure
劳拉高挑的身材
"
migrate,People migrate to cities like Jakarta in search of work.,人们移居到雅加达这样的城市找工作。,"v.移动；随季节而移居；移往
","1. People migrate to cities like Jakarta in search of work.
人们移居到雅加达这样的城市找工作。
"
cushion,a velvet cushion,天鹅绒垫子,"n.垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄
v.给…安上垫子；把…安置在垫子上；缓和…的冲击
","1. a velvet cushion
天鹅绒垫子
2. a cushion cover
垫子套
"
scrap,He’s always getting into scraps with other dogs.,它老是和别的狗打起来。,"n.碎片；残余物；打架；少量
v.废弃；使解体；拆毁
adj.废弃的；零碎的
","1. He’s always getting into scraps with other dogs.
它老是和别的狗打起来。
2. There's always tons of scrap paper in Dad's office.
爸爸的办公室里总有大量的废纸。
"
operational,The boat should be operational by this afternoon.,今天下午这艘船应该可以使用了。,"adj.操作的；运作的
","1. The boat should be operational by this afternoon.
今天下午这艘船应该可以使用了。
2. The new system became operational in March.
新的系统于3月份启用。
3. Our main offices are now fully operational.
我们的总部现已全面投入运营。
"
curtain,red velvet curtains,红色的丝绒窗帘,"n.幕；窗帘
v.遮蔽；装上门帘
","1. red velvet curtains
红色的丝绒窗帘
"
wretched,Where is that wretched boy?,那个可恶的男孩在哪里？,"adj.可怜的；卑鄙的；令人苦恼或难受的
","1. Where is that wretched boy?
那个可恶的男孩在哪里？
"
funeral,The funeral will be held at St. Martin’s Church.,葬礼将在圣马丁教堂举行。,"n.葬礼；麻烦事
adj.丧葬的，出殡的
","1. The funeral will be held at St. Martin’s Church.
葬礼将在圣马丁教堂举行。
2. Hundreds of mourners attended the funeral of the two boys.
数百名哀悼者参加了那两个男孩的葬礼。
3. the minister who conducted the funeral service
主持葬礼的牧师
4. Nelson’s funeral procession down the Thames
沿泰晤士河而下为纳尔逊送葬的队伍
5. Ramdas set fire to the funeral pyre .
拉姆达斯点燃了火葬柴堆。
"
jolly,Everybody was in a very relaxed and jolly mood.,大家的心情都非常轻松愉快。,"adj.愉快的；欢乐的；宜人的
adv.很；非常
v.（口）用好话劝某人做…；（口）用好话使高兴
n.(Jolly)人名；(法)若利；(英、印)乔利；(德)约利
","1. Everybody was in a very relaxed and jolly mood.
大家的心情都非常轻松愉快。
"
glove,a pair of gloves,一副手套,"n.手套
vt.给…戴手套
","1. a pair of gloves
一副手套
2. boxing gloves
拳击手套
"
utilize,We must consider how best to utilize what resources we have.,我们必须考虑怎样充分利用现有的资源。,"v.利用
","1. We must consider how best to utilize what resources we have.
我们必须考虑怎样充分利用现有的资源。
"
suffice,A light lunch will suffice .,简单的午餐就够了。,"v.使满足；足够…用；合格
","1. A light lunch will suffice .
简单的午餐就够了。
"
port,Britain’s largest port,英国最大的港口城市,"n.港口，口岸；（计算机的）端口；左舷；舱门
v.转向左舷
","1. Britain’s largest port
英国最大的港口城市
"
bake,I’m baking some bread.,我在烤一些面包。,"v.烤，烘焙
n.烤；烘烤食品
","1. I’m baking some bread.
我在烤一些面包。
2. baked potatoes
烤马铃薯
3. Bake at 250 degrees for 20 minutes.
用250度的温度烤20分钟。
"
apartment,She lives in a small apartment.,她住在一套小公寓里。,"n.公寓；房间
","1. She lives in a small apartment.
她住在一套小公寓里。
"
mirror,He spends hours in front of the mirror !,他老是照镜子！,"n.镜子；真实的写照；榜样
v.反射；反映
","1. He spends hours in front of the mirror !
他老是照镜子！
2. When I looked in the mirror I couldn’t believe it. I looked fantastic!
我看着镜子简直不敢相信，我看上去棒极了！
"
surroundings,I need to work in pleasant surroundings.,我需要在舒适的环境下工作。,"n.环境；周围的事物
","1. I need to work in pleasant surroundings.
我需要在舒适的环境下工作。
"
remarkable,She has made remarkable progress.,她取得了显著的进步。,"adj.卓越的；非凡的；值得注意的
","1. She has made remarkable progress.
她取得了显著的进步。
2. a remarkable coincidence
不寻常的巧合
3. He’s a remarkable man .
他是个了不起的人。
"
tide,Is the tide going out or coming in ?,现在是退潮还是涨潮？,"n.趋势，潮流；潮汐
v.随潮漂流
","1. Is the tide going out or coming in ?
现在是退潮还是涨潮？
2. We went for a walk and got cut off by the tide .
我们去散步，结果被潮水困住了。
"
lunar,studies of the lunar surface,对月球表面的研究,"adj.月亮的，月球的；阴历的；银的；微亮的
n.(Lunar)人名；(西)卢纳尔
","1. studies of the lunar surface
对月球表面的研究
2. a lunar eclipse
月食
"
roundabout,The bus took a very long and roundabout route .,公共汽车路线很长，绕着圈子走。,"adj.迂回的，绕道的；圆滚滚的
n.迂回路线；环状交叉路口
","1. The bus took a very long and roundabout route .
公共汽车路线很长，绕着圈子走。
"
prospective,The story should act as a warning to other prospective buyers.,这篇报道应该可以对其他可能的购买者起到警告作用。,"adj.未来的；预期的
n.预期；展望
","1. The story should act as a warning to other prospective buyers.
这篇报道应该可以对其他可能的购买者起到警告作用。
"
aloud,"When we were children, our father read aloud to us.",当我们是孩子时，我们的父亲大声地朗读给我们听。,"adv.大声地；出声地
","1. When we were children, our father read aloud to us.
当我们是孩子时，我们的父亲大声地朗读给我们听。
"
module,Switch from one module to another.,从一个模块转换到另一个模块。,"n.[计] 模块；组件；模数
","1. Switch from one module to another.
从一个模块转换到另一个模块。
2. You then iterate the modules that depended on you and remove this module from their lists.
然后迭代具有依赖性的模块，并将这个模块从这些列表中删除。
"
badminton,Can I try you new badminton racket?,我可以试用你的羽毛球拍吗？,"n.羽毛球
","1. Can I try you new badminton racket?
我可以试用你的羽毛球拍吗？
2. I like playing basketball and  badminton.
我喜欢的篮球和羽毛球。
3. My friend and I take part in sports like tennis,badminton and swimming.
 我和我的朋友参加体育运动如打网球,羽毛球和游泳.
"
bald,a bald man,一名秃顶男子,"adj.秃顶的；光秃的；单调的；无装饰的
v.变秃
n.(Bald)人名；(英)鲍尔德；(德、法、波)巴尔德
","1. a bald man
一名秃顶男子
2. his shiny bald head
他那亮闪闪的光头
3. Dad started going bald when he was in his thirties.
爸爸在三十多岁的时候开始谢顶。
4. He combed his hair and tried to hide his bald patch (=  part of someone’s head where there is no hair  ) .
他梳了梳头，试图把头顶的秃块遮掩起来。
"
framework,We have to act within the existing legal framework.,我们必须在现行的法律框架下行事。,"n.框架，骨架；结构，构架
","1. We have to act within the existing legal framework.
我们必须在现行的法律框架下行事。
"
tick,The company produces chemicals that destroy ticks and mites.,该公司生产消灭壁虱和螨虫的化学品。,"v.标记号于；滴答地记录
n.滴答声；扁虱；记号；赊欠
","1. The company produces chemicals that destroy ticks and mites.
该公司生产消灭壁虱和螨虫的化学品。
"
leg,a young boy with skinny legs,双腿干瘦的小男孩,"n.腿；支柱
","1. a young boy with skinny legs
双腿干瘦的小男孩
2. She fell and broke her leg.
她摔断了腿。
"
storey,A staircase leads to the upper storey .,有一段楼梯通往上面一层。,"n.[建] 楼层；叠架的一层
","1. A staircase leads to the upper storey .
有一段楼梯通往上面一层。
"
nickel,"...a large glass jar filled with pennies, nickels, dimes, and quarters.",…一个装满1分、5分、10分和25分硬币的大玻璃罐。,"n.镍；镍币；五分镍币
v.镀镍于
","1. ...a large glass jar filled with pennies, nickels, dimes, and quarters.
…一个装满1分、5分、10分和25分硬币的大玻璃罐。
"
undo,The screws can be undone by hand.,这些螺丝可以用手拧开。,"v.取消；解开；破坏；扰乱
","1. The screws can be undone by hand.
这些螺丝可以用手拧开。
2. I undid the package carefully.
我小心地打开包裹。
"
radar,The coastline can now be monitored by radar.,现在能用雷达监测海岸线了。,"n.[雷达] 雷达，无线电探测器
","1. The coastline can now be monitored by radar.
现在能用雷达监测海岸线了。
2. We could see the plane quite clearly on the radar screen.
我们在雷达屏幕上可清晰地看到飞机。
"
drawer,She took a file from her desk drawer .,她从书桌的抽屉里拿出了一个文件夹。,"n.抽屉；开票人；出票人；起草者；酒馆侍
","1. She took a file from her desk drawer .
她从书桌的抽屉里拿出了一个文件夹。
2. The scissors are in the kitchen drawer (= drawer in a piece of kitchen furniture ) .
剪刀在厨房的抽屉里。
"
explode,The device was thrown at an army patrol but failed to explode.,炸弹投向了陆军巡逻队，但没有爆炸。,"v.爆炸，爆发；激增
","1. The device was thrown at an army patrol but failed to explode.
炸弹投向了陆军巡逻队，但没有爆炸。
2. Far sooner than anyone thought possible, the Russians exploded an atomic bomb.
苏联引爆了一颗原子弹，大大早于任何人的预期。
"
skull,Her husband was later treated for a fractured skull.,她丈夫后来因颅骨碎裂而接受治疗。,"n.头盖骨，脑壳
","1. Her husband was later treated for a fractured skull.
她丈夫后来因颅骨碎裂而接受治疗。
"
swell,Her ankle was already starting to swell.,她的脚踝已经开始肿起来了。,"v.膨胀；肿胀；隆起
n.肿胀；隆起
adj.漂亮的；一流的
","1. Her ankle was already starting to swell.
她的脚踝已经开始肿起来了。
2. The window frame was swollen shut.
窗框膨胀变形，关得死死的。
"
nurse,"Shaw has been nursing an injury, and will not play on Sunday.",肖一直在养伤，星期天将不参加比赛。,"v.看护，护理；照顾；培养；给…喂奶
n.护士；奶妈，保姆
","1. Shaw has been nursing an injury, and will not play on Sunday.
肖一直在养伤，星期天将不参加比赛。
"
ignite,The petrol tank suddenly ignited.,油箱突然着火了。,"v.点燃；使燃烧；使激动
","1. The petrol tank suddenly ignited.
油箱突然着火了。
2. The candle ignited the plastic.
蜡烛烧着了塑料。
"
commonplace,Women’s groups have become a commonplace.,妇女团体已经成了常见事物。,"n.老生常谈；司空见惯的事；普通的东西
adj.平凡的；陈腐的
","1. Women’s groups have become a commonplace.
妇女团体已经成了常见事物。
"
deceive,He had been deceived by a young man claiming to be the son of a millionaire.,他被一个自称是百万富翁之子的年轻人骗了。,"v.欺骗；行骗
","1. He had been deceived by a young man claiming to be the son of a millionaire.
他被一个自称是百万富翁之子的年轻人骗了。
"
carriage,Canals were originally built for the carriage of coal.,运河原先是为运煤而修建的。,"n.运输；运费；四轮马车；举止；客车厢
","1. Canals were originally built for the carriage of coal.
运河原先是为运煤而修建的。
"
greeting,"I smiled a polite greeting, but the woman hardly acknowledged me.",我客气地笑着打了个招呼，可是那女人没有答理我。,"n.问候，招呼；祝贺
v.致敬，欢迎（greet的现在分词）
","1. I smiled a polite greeting, but the woman hardly acknowledged me.
我客气地笑着打了个招呼，可是那女人没有答理我。
2. The two cousins exchanged greetings (= greeted each other ) .
表兄妹俩互相问候。
"
tram,You can get to the beach easily from the centre of town by tram.,你可以很容易地在市中心坐有轨电车到达海滩。,"n.电车轨道；煤车
v.用煤车运载
","1. You can get to the beach easily from the centre of town by tram.
你可以很容易地在市中心坐有轨电车到达海滩。
"
howl,"Upstairs, one of the twins began to howl (= cry ) .",楼上，双胞胎中的一个开始大哭起来。,"v.咆哮；怒吼；狂吠
n.嗥叫；怒号；嚎哭
","1. Upstairs, one of the twins began to howl (= cry ) .
楼上，双胞胎中的一个开始大哭起来。
2. He makes audiences howl with laughter .
他令观众哈哈大笑。
"
plunge,...a plunge into cold water.,…向着冰冷的水中的纵身一跳。,"n.投入；跳进
v.突然地下降；投入；陷入；跳进
","1. ...a plunge into cold water.
…向着冰冷的水中的纵身一跳。
"
biography,...recent biographies of Stalin.,…近年的斯大林传记。,"n.传记；档案；个人简介
","1. ...recent biographies of Stalin.
…近年的斯大林传记。
"
statue,Churchill’s statue stands outside the parliament building.,丘吉尔的塑像矗立在议会大厦外。,"n.雕像，塑像
vt.以雕像装饰
","1. Churchill’s statue stands outside the parliament building.
丘吉尔的塑像矗立在议会大厦外。
2. A bronze statue was erected in his honour.
人们立了一座铜像纪念他。
"
barren,Thousands of years ago the surface was barren desert.,很久很久以前，地面还是一片荒漠。,"adj.贫瘠的；不生育的；无益的；沉闷无趣的；空洞的
n.荒地
","1. Thousands of years ago the surface was barren desert.
很久很久以前，地面还是一片荒漠。
"
coke,...a coke-burning stove.,…一个烧焦炭的炉子。,"n.焦炭；可卡因；可口可乐（Coca-Cola）
v.焦化
","1. ...a coke-burning stove.
…一个烧焦炭的炉子。
"
tray,The waiter brought drinks on a tray.,服务员用托盘端来饮料。,"n.托盘；文件盒；隔底匣；（无线电的）发射箱
","1. The waiter brought drinks on a tray.
服务员用托盘端来饮料。
"
pork,pork chops,猪排,"n.猪肉
vt.与女子性交
","1. pork chops
猪排
"
barrel,The wine is aged in oak barrels.,这种葡萄酒是用橡木酒桶放陈的。,"v.把……装入桶内
n.桶；枪管，炮管
","1. The wine is aged in oak barrels.
这种葡萄酒是用橡木酒桶放陈的。
"
mosaic,rooms decorated with wall paintings and mosaics,用壁画和马赛克装饰的房间,"adj.摩西的；拼成的；嵌花式的
n.马赛克；镶嵌；镶嵌细工
","1. rooms decorated with wall paintings and mosaics
用壁画和马赛克装饰的房间
2. a 3rd-century Roman mosaic floor
三世纪罗马镶嵌地面
"
blast,I had the gas fire going full blast .,我把煤气取暖器开到最大。,"n.爆炸；冲击波；一阵
v.猛攻
","1. I had the gas fire going full blast .
我把煤气取暖器开到最大。
"
seaside,a trip to the seaside,去海滨的旅行,"n.海边；海滨
adj.海边的；海滨的
","1. a trip to the seaside
去海滨的旅行
"
smog,"Cars cause pollution, both smog and acid rain.",汽车引起污染，既有烟雾又有酸雨。,"n.烟雾
","1. Cars cause pollution, both smog and acid rain.
汽车引起污染，既有烟雾又有酸雨。
"
lip,She had big eyes and full lips (= large and round lips ).,她眼睛大大的，嘴唇很丰满。,"n.嘴唇；边缘
vt.以嘴唇碰
adj.口头上的
vi.用嘴唇
","1. She had big eyes and full lips (= large and round lips ).
她眼睛大大的，嘴唇很丰满。
2. Matt opened the door with a smile on his lips.
马特开了门，嘴角挂着微笑。
3. Marty kissed me right on the lips!
马蒂一下吻在我的嘴唇上！
4. Stephen pursed his lips with distaste (= brought them together tightly into a small circle ).
斯蒂芬厌恶地噘起嘴唇。
"
merchant,the son of a wealthy merchant,一名富商的儿子,"n.商人，批发商；店主
adj.商业的，商人的
","1. the son of a wealthy merchant
一名富商的儿子
2. There's been a big reduction in the size of the merchant fleet in recent years.
近年来商船队的数量大为缩减。
"
excerpt,...an excerpt from Tchaikovsky's Nutcracker.,…柴可夫斯基的《胡桃夹子》选段。,"n.摘录，引用
v.引用，摘录
","1. ...an excerpt from Tchaikovsky's Nutcracker.
…柴可夫斯基的《胡桃夹子》选段。
"
coin,The word ‘aromatherapy’ was coined in the 1920s. aromatherapy,（芳香疗法）这个词是在20世纪20年代创造出来的。,"v.铸造（货币）；杜撰，创造
n.硬币，钱币
","1. The word ‘aromatherapy’ was coined in the 1920s. aromatherapy
（芳香疗法）这个词是在20世纪20年代创造出来的。
"
aerial,Weeks of aerial bombardment had destroyed factories and motorways.,数周的空袭已经摧毁了各工厂和公路。,"adj.空中的，航空的；空气的；空想的
n.[电讯] 天线
","1. Weeks of aerial bombardment had destroyed factories and motorways.
数周的空袭已经摧毁了各工厂和公路。
"
