word,word_sen,word_sen_trans,trans,example
luck,"You’re not having much luck today, are you?",你今天运气不太好，是不是？,"n.运气；幸运；带来好运的东西
v.靠运气，走运；凑巧碰上
","1. You’re not having much luck today, are you?
你今天运气不太好，是不是？
2. He’s had good luck with his roses this year.
今年他种玫瑰的运气不错。
3. It was an incredible piece of luck.
真是令人难以置信的好运气。
"
borrow,Can I borrow your pen for a minute?,我可以借你的笔用一下吗？,"v.借；借用；从其他语言中引入
n.(Borrow)人名；(英)博罗
","1. Can I borrow your pen for a minute?
我可以借你的笔用一下吗？
2. They borrowed heavily (=  borrowed a lot of money  ) from the bank to start their new business.
他们向银行贷了巨款来创办新公司。
"
fascinate,Politics fascinated Franklin's father.,政治让富兰克林的父亲着迷。,"v.使着迷，使神魂颠倒
","1. Politics fascinated Franklin's father.
政治让富兰克林的父亲着迷。
"
surgeon,...a heart surgeon.,…一位心脏外科医生。,"n.外科医生
","1. ...a heart surgeon.
…一位心脏外科医生。
"
inside,The door had been locked from the inside.,门从里面锁上了。,"n.里面；内部；内情；内脏
adj.里面的；内部的；秘密的
adv.在里面
prep.少于；在…之内
","1. The door had been locked from the inside.
门从里面锁上了。
"
reporter,a news reporter,新闻记者,"n.记者
","1. a news reporter
新闻记者
"
mechanical,The flight has been cancelled due to mechanical failure .,因机械故障航班被取消了。,"adj.机械的；力学的；呆板的；无意识的；手工操作的
","1. The flight has been cancelled due to mechanical failure .
因机械故障航班被取消了。
2. The plane had to make an emergency landing because of mechanical problems.
飞机因机械故障不得不紧急降落。
"
formidable,"The building is grey, formidable, not at all picturesque.",那幢建筑呈灰色，气势凛然，与漂亮沾不上边。,"adj.强大的；可怕的；令人敬畏的；艰难的
","1. The building is grey, formidable, not at all picturesque.
那幢建筑呈灰色，气势凛然，与漂亮沾不上边。
2. The new range of computers have formidable processing power.
该系列的新型计算机处理能力惊人。
"
clue,Police have found a vital clue .,警方发现了至关重要的线索。,"n.线索；（故事等的）情节
v.为…提供线索；为…提供情况
","1. Police have found a vital clue .
警方发现了至关重要的线索。
2. Archaeological evidence will provide clues about what the building was used for.
考古证据将为这幢建筑的用途提供线索。
3. a desperate search for clues
拼命寻找线索
"
retreat,Napoleon’s retreat from Moscow,拿破仑从莫斯科的撤退,"n.撤退；休息寓所；撤退
v.撤退；退避；向后倾
","1. Napoleon’s retreat from Moscow
拿破仑从莫斯科的撤退
2. The rebel forces are in full retreat (= retreating very fast ) .
叛军全线溃退。
3. The bugler sounded the retreat (= gave a loud signal for retreat ) .
司号兵吹响撤退号。
"
punch,Make two holes with a hole punch.,用打孔器打两个孔。,"n.冲压机；打洞器；钻孔机
v.开洞；以拳重击
","1. Make two holes with a hole punch.
用打孔器打两个孔。
"
dictate,Federal funds have to be used as dictated by Washington.,联邦款项得按照华盛顿规定的途径使用。,"v.命令；口述；使听写
n.命令；指示
","1. Federal funds have to be used as dictated by Washington.
联邦款项得按照华盛顿规定的途径使用。
"
dress,Can you wait a minute? I’m just getting dressed .,稍等一会儿，我穿下衣服就好。,"v.给…穿衣
n.连衣裙；女装
","1. Can you wait a minute? I’m just getting dressed .
稍等一会儿，我穿下衣服就好。
2. She dressed quickly and went out of the house.
她很快穿好衣服，走到房子外面。
3. I usually have to dress the kids in the mornings.
早上我通常得给孩子们穿衣服。
"
penny,Unleaded petrol rose more than a penny a gallon.,无铅汽油每加仑涨了一个多便士。,"n.（美）分；便士
","1. Unleaded petrol rose more than a penny a gallon.
无铅汽油每加仑涨了一个多便士。
"
monotonous,a monotonous diet,单调的饮食,"adj.单调的，无抑扬顿挫的；无变化的
","1. a monotonous diet
单调的饮食
2. a little boy who wet his bed with monotonous regularity
一个老是尿床的小男孩
"
relevant,Relevant documents were presented in court.,法庭上出示了相关的文件。,"adj.相关的；切题的；中肯的；有重大关系的；有意义的，目的明确的
","1. Relevant documents were presented in court.
法庭上出示了相关的文件。
2. We received all the relevant information.
我们收到了所有相关信息。
"
lonely,a lonely old man,一个孤单的老人,"adj.寂寞的；偏僻的
n.孤独者
","1. a lonely old man
一个孤单的老人
2. Don’t you get lonely being on your own all day?
你整天独自一人不感到寂寞吗？
"
luxury,He was leading a life of luxury in Australia.,他在澳大利亚过着豪华舒适的生活。,"n.奢侈，奢华；奢侈品；享受
adj.奢侈的
","1. He was leading a life of luxury in Australia.
他在澳大利亚过着豪华舒适的生活。
2. The dress is lambswool – pure luxury.
礼服是用羔羊毛制作的——绝对奢华。
3. He could not afford luxury food on his pay.
凭他的薪水，他吃不起奢侈的食品。
"
anxious,She gave me an anxious look.,她焦急地看了我一眼。,"adj.焦虑的；担忧的；渴望的；急切的
","1. She gave me an anxious look.
她焦急地看了我一眼。
"
eve,one summer’s eve,一个夏日的傍晚,"n.夏娃； 前夕；傍晚；重大事件关头
","1. one summer’s eve
一个夏日的傍晚
"
tissue,a box of tissues,一盒面巾纸,"n.组织；纸巾；薄纱；一套
v.饰以薄纱；用化妆纸揩去
","1. a box of tissues
一盒面巾纸
"
likelihood,"If I refused, it would in all likelihood mean I’d lose my job.",如果我拒绝，那我十有八九会丢掉工作。,"n.可能性，可能
","1. If I refused, it would in all likelihood mean I’d lose my job.
如果我拒绝，那我十有八九会丢掉工作。
"
foresee,I’ve put your name on the list and I don’t foresee any problems.,我把你的名字写在名单上了，估计不会有什么问题。,"v.预见；预知
","1. I’ve put your name on the list and I don’t foresee any problems.
我把你的名字写在名单上了，估计不会有什么问题。
2. The disaster could not have been foreseen.
这场灾难是始料未及的。
"
bewilder,He was bewildered by his daughter’s reaction.,他被女儿的反应弄糊涂了。,"v.使迷惑，使不知所措
","1. He was bewildered by his daughter’s reaction.
他被女儿的反应弄糊涂了。
"
glue,Glue the fabric around the window.,用胶把这布粘在窗户四周。,"v.粘合；似胶般固着于
n.胶；各种胶合物
","1. Glue the fabric around the window.
用胶把这布粘在窗户四周。
"
repeatedly,Graham was repeatedly warned not to work so hard.,格雷厄姆一再被提醒工作不要这么拼命。,"adv.反复地；再三地；屡次地
","1. Graham was repeatedly warned not to work so hard.
格雷厄姆一再被提醒工作不要这么拼命。
"
cloak,,,"n.斗蓬；宽大外衣；托词
v.遮掩；隐匿
",
era,His death marked the end of an era.,他的去世标志着一个时代的终结。,"n.时代；年代；纪元
","1. His death marked the end of an era.
他的去世标志着一个时代的终结。
2. the Victorian era
维多利亚时代
"
grateful,Our grateful thanks go to all who participated.,我们衷心感谢所有参与者。,"adj.感谢的；令人愉快的，宜人的
","1. Our grateful thanks go to all who participated.
我们衷心感谢所有参与者。
2. She gave me a grateful look.
她感激地看了我一眼。
"
multiple,Baxter was rushed to the hospital with multiple stab wounds.,巴克斯特因多处刺伤被紧急送往医院。,"adj.多重的；多样的；许多的
n.倍数；[电] 并联
","1. Baxter was rushed to the hospital with multiple stab wounds.
巴克斯特因多处刺伤被紧急送往医院。
2. Having multiple partners increases your risk of sexual diseases.
性伴侣多会增加得性病的风险。
3. His new album includes multiple versions of the same songs.
他的新专辑包括同一些歌曲的多种版本。
"
multiply,Children will learn to multiply in the second grade.,儿童在二年级学习乘法。,"v.乘；使增加；使繁殖；使相乘
adv.多样地；复合地
adj.多层的；多样的
","1. Children will learn to multiply in the second grade.
儿童在二年级学习乘法。
"
representative,The pollsters asked a representative sample of New York residents for their opinions.,民意调查员向一些有代表性的纽约居民征询了意见。,"adj.典型的，有代表性的；代议制的
n.代表；典型；众议员
","1. The pollsters asked a representative sample of New York residents for their opinions.
民意调查员向一些有代表性的纽约居民征询了意见。
"
ferry,They had recrossed the River Gambia by ferry.,他们乘船又一次渡过了冈比亚河。,"n.渡船；摆渡；渡口
v.（乘渡船）渡过；用渡船运送；空运
","1. They had recrossed the River Gambia by ferry.
他们乘船又一次渡过了冈比亚河。
"
lodge,the porter’s lodge,传达室,"n.旅馆；门房；集会处；山林小屋
v.提出；寄存；借住；嵌入
","1. the porter’s lodge
传达室
"
solid,The lake was frozen solid .,湖水冻得结结实实。,"adj.固体的；可靠的；立体的；结实的；一致的
n.固体；立方体
","1. The lake was frozen solid .
湖水冻得结结实实。
2. It was good to be back on solid ground again.
又能踏上坚实的土地感觉真好。
3. Is the baby eating solid food (= bread, meat etc ) yet?
宝宝吃固体食物了吗？
4. The ship’s sonar can detect the presence of solid objects in the water.
船上的声呐能够探测出水中的固体物。
"
satisfaction,She got great satisfaction from helping people to learn.,她在帮助人们学习的过程中得到很大的满足。,"n.满意，满足；赔偿；乐事；赎罪
","1. She got great satisfaction from helping people to learn.
她在帮助人们学习的过程中得到很大的满足。
2. ‘I’ve passed all my exams’, he announced with satisfaction.
“我通过了所有的考试。”他满意地宣布。
"
readily,Jack readily agreed to help.,杰克爽快地答应帮忙。,"adv.容易地；乐意地；无困难地
","1. Jack readily agreed to help.
杰克爽快地答应帮忙。
"
observation,He spent two nights under close observation in hospital.,他在医院接受了两个晚上的严密观察。,"n.观察；监视；观察报告
","1. He spent two nights under close observation in hospital.
他在医院接受了两个晚上的严密观察。
2. His orders were to keep the men under observation.
他下的命令是监视这些人。
3. Art classes help develop children’s powers of observation.
美术课有助于提高儿童的观察力。
4. Careful observation suggests that this is not the case.
仔细观察的结果表明情况并非如此。
5. Detailed observations were carried out on the behaviour of the students.
对这些学生的行为作了细致观察。
6. From their direct observations, children absorb a model of marriage.
儿童通过直接观察来理解某一种婚姻的模式。
"
mask,a surgical face mask,外科手术口罩,"n.面具；口罩；掩饰
v.掩饰；戴面具；化装
","1. a surgical face mask
外科手术口罩
2. He was attacked and robbed by two people wearing masks .
他被两个蒙面人袭击并抢劫。
"
skip,They saw the man with a little girl skipping along behind him.,他们看到那个男人身后跟着一个蹦蹦跳跳的小女孩。,"v.跳跃；跳绳；遗漏；跳读
n.跳跃；跳读
","1. They saw the man with a little girl skipping along behind him.
他们看到那个男人身后跟着一个蹦蹦跳跳的小女孩。
"
presently,The doctor will be here presently.,医生一会儿就到。,"adv.（美）目前；不久
","1. The doctor will be here presently.
医生一会儿就到。
2. Presently, I fell asleep.
一会儿我就睡着了。
"
attribute,What attributes should a good manager possess?,一名优秀的经理应该具备哪些素质？,"n.属性；特质
v.归属；把…归于
","1. What attributes should a good manager possess?
一名优秀的经理应该具备哪些素质？
2. Women tend to attribute their success to external causes such as luck.
女性往往把她们的成功归因于外因，如运气。
"
adolescent,It is important that an adolescent boy should have an adult in whom he can confide.,一个青春期男孩应该有一个他能倾吐心声的成年人，这是很重要的。,"adj.青春期的；未成熟的
n.青少年
","1. It is important that an adolescent boy should have an adult in whom he can confide.
一个青春期男孩应该有一个他能倾吐心声的成年人，这是很重要的。
"
vision,She suffered temporary loss of vision after being struck on the head.,她头部受撞击以后出现暂时性失明。,"n.视力；美景；眼力；幻象；想象力；幻视（漫威漫画旗下超级英雄）
vt.想象；显现；梦见
","1. She suffered temporary loss of vision after being struck on the head.
她头部受撞击以后出现暂时性失明。
2. Tears blurred her vision (= made it difficult for her to see ).
泪水模糊了她的视线。
"
tense,Is anything wrong? You look a little tense.,有什么不对劲吗？你看起来有点紧张。,"adj.紧张的；拉紧的
v.变得紧张；使拉紧
n.时态
","1. Is anything wrong? You look a little tense.
有什么不对劲吗？你看起来有点紧张。
2. Newman's stomach muscles tensed.
纽曼的腹部肌肉绷紧了。
"
amuse,Doing jigsaws would amuse Amy for hours on end.,拼图能让埃米连续玩上几个小时。,"v.娱乐；消遣；使发笑；使愉快
","1. Doing jigsaws would amuse Amy for hours on end.
拼图能让埃米连续玩上几个小时。
2. The kids amused themselves playing hide-and-seek.
孩子们玩捉迷藏玩。
"
protein,Where do you get your protein?,你从哪里获得蛋白质？,"n.蛋白质；朊
adj.蛋白质的
","1. Where do you get your protein?
你从哪里获得蛋白质？
2. I know that I get around 90g of protein from that.
我知道我会从中得到90克左右的蛋白质。
"
ordinary,It’s just an ordinary camera.,这只是普通的相机。,"adj.普通的；平凡的；平常的
n.普通；平常的人（或事）
","1. It’s just an ordinary camera.
这只是普通的相机。
2. The book is about ordinary people.
这本书描写的是普通人。
3. Art should be part of ordinary life.
艺术应该是日常生活的一部分。
4. It is good because it is written in friendly, ordinary language.
它很不错，因为它是用平易近人的日常语言写的。
"
stake,"For a dollar stake, you can win up to $1,000,000.",押一美元赌注，最多可赢一百万美元。,"n.桩，棍子；赌注；火刑；奖金
v.资助，支持；系…于桩上；把…押下打赌
","1. For a dollar stake, you can win up to $1,000,000.
押一美元赌注，最多可赢一百万美元。
"
division,the traditional division of labour (= the way that particular tasks are shared ) between husband and wife,夫妻之间传统的分工,"n.[数] 除法；部门；分配；分割；师（军队）；赛区
","1. the traditional division of labour (= the way that particular tasks are shared ) between husband and wife
夫妻之间传统的分工
"
accommodate,He bought a huge house to accommodate his library.,他买了一座大房子来放他的藏书。,"v.容纳；使适应；供应；调解
","1. He bought a huge house to accommodate his library.
他买了一座大房子来放他的藏书。
2. The ballroom can accommodate 400 people.
那个舞厅可容纳400人。
"
swamp,I spent one whole night by a swamp behind the road listening to frogs.,我整个晚上都在这条路后面的一个沼泽地旁听蛙鸣。,"n.沼泽；湿地
v.使陷于沼泽；使沉没；使陷入困境
","1. I spent one whole night by a swamp behind the road listening to frogs.
我整个晚上都在这条路后面的一个沼泽地旁听蛙鸣。
2. Their electronic navigation failed and a rogue wave swamped the boat.
他们的电子导航装置失灵了，一个巨浪吞没了那只船。
"
stain,We’ve decided to stain the shelves blue.,我们决定把架子涂成蓝色。,"v.沾污；败坏；给…着色
n.污点；瑕疵；着色剂
","1. We’ve decided to stain the shelves blue.
我们决定把架子涂成蓝色。
"
wealthy,the wealthy nations of the world,世界上的富国,"adj.富有的；充分的；丰裕的
n.富人
","1. the wealthy nations of the world
世界上的富国
2. The best education should not be available only to the wealthy.
不应该只有富人才能得到最好的教育。
"
grave,Matthew’s life is in grave danger .,马修的生命危在旦夕。,"adj.重大的；严肃的；黯淡的
n.墓穴，坟墓；死亡
v.雕刻；铭记
","1. Matthew’s life is in grave danger .
马修的生命危在旦夕。
2. The report expressed grave concern over the technicians’ lack of training.
报告中对技术人员缺乏培训深表忧虑。
3. I have grave doubts about his ability.
我十分怀疑他的能力。
4. The situation is becoming very grave.
形势变得非常严峻。
"
reflection,Can you see your reflection in the glass?,你能看到玻璃里你的影像吗？,"n.反射；沉思；映象
","1. Can you see your reflection in the glass?
你能看到玻璃里你的影像吗？
"
wit,The information is there and waiting to be accessed by anyone with the wit to use it.,信息是现成的，等着有头脑的人去获取和利用。,"n.智慧；才智；智力
v.<古>知道；即
","1. The information is there and waiting to be accessed by anyone with the wit to use it.
信息是现成的，等着有头脑的人去获取和利用。
"
fragment,glass fragments,玻璃碎片,"n.碎片；片断或不完整部分
v.使成碎片
","1. glass fragments
玻璃碎片
"
mission,He was sent on over 200 missions before being killed in action.,在阵亡之前他奉命执行过200多次军事任务。,"n.使命，任务；代表团；布道
vt.派遣；向……传教
","1. He was sent on over 200 missions before being killed in action.
在阵亡之前他奉命执行过200多次军事任务。
2. US troops taking part in the peacekeeping mission
参与维和任务的美军
"
impose,,,"v.利用；欺骗；施加影响
",
screen,a computer with an 18-inch colour screen,带18英寸彩色屏幕的电脑,"n.屏，幕；屏风
v.筛；拍摄；放映；掩蔽
","1. a computer with an 18-inch colour screen
带18英寸彩色屏幕的电脑
2. He went on staring at the TV screen .
他继续盯着电视屏幕看。
"
prime,Smoking is the prime cause of lung disease.,抽烟是引发肺部疾病的首要原因。,"adj.主要的；最好的；基本的
adv.极好地
n.初期；青年；精华；全盛时期
v.使准备好；填装
","1. Smoking is the prime cause of lung disease.
抽烟是引发肺部疾病的首要原因。
2. Our prime concern is providing jobs for all young school leavers.
我们的头等大事是为所有的年轻毕业生提供工作。
3. He was named as the prime suspect in the murder investigation.
在那宗谋杀案的调查中他被定为主要嫌疑人。
4. Good management is of prime importance in business.
良好的经营管理在商业领域尤为重要。
"
underestimate,None of us should ever underestimate the degree of difficulty women face in career advancement.,我们谁都不应低估妇女在职业发展中所面临的困难程度。,"v.低估；看轻
n.低估
","1. None of us should ever underestimate the degree of difficulty women face in career advancement.
我们谁都不应低估妇女在职业发展中所面临的困难程度。
"
residence,the ambassador’s official residence,大使官邸,"n.住宅，住处；居住
","1. the ambassador’s official residence
大使官邸
"
fabricate,The police were accused of fabricating evidence.,警方被控捏造证据。,"v.制造；伪造；装配
","1. The police were accused of fabricating evidence.
警方被控捏造证据。
"
location,His apartment is in a really good location.,他的公寓地段很好。,"n.位置（形容词locational）；地点；外景拍摄场地
","1. His apartment is in a really good location.
他的公寓地段很好。
2. its isolatedgeographical location
它偏远的地理位置
"
revolve,The wheel began to revolve.,轮子开始旋转。,"v.旋转；循环出现；反复考虑
n.旋转；循环；旋转舞台
","1. The wheel began to revolve.
轮子开始旋转。
2. The restaurant slowly revolves, giving excellent views of the city.
餐厅缓缓旋转，城市美景尽收眼底。
3. Using graphics software, you can revolve the image on the screen.
使用绘图软件可以旋转屏幕上的图像。
"
manufacture,Cost will determine the methods of manufacture.,成本将决定生产方法。,"n.制造；产品；制造业
v.制造；加工；捏造
","1. Cost will determine the methods of manufacture.
成本将决定生产方法。
"
dust,All the furniture was covered in dust .,所有的家具都蒙上了灰尘。,"n.灰尘；尘埃；尘土
v.撒；拂去灰尘
","1. All the furniture was covered in dust .
所有的家具都蒙上了灰尘。
2. a thick layer of dust
厚厚的一层灰尘
3. There’s not a speck of dust in the kitchen.
厨房里一尘不染。
4. Dust particles floated in the sunlight.
阳光里飘浮着尘埃颗粒。
5. A sudden breeze sent motes of dust (= small bits of dust ) dancing in the air.
突然刮起一阵微风吹得灰尘飞扬。
"
army,The army are helping to clear up after the floods.,陆军部队正协助洪灾后的清理工作。,"n.陆军，军队
","1. The army are helping to clear up after the floods.
陆军部队正协助洪灾后的清理工作。
2. an army officer
陆军军官
3. Army units launched attacks on bases near Jounieh port.
陆军部队对朱尼耶港附近的基地发动了进攻。
4. He joined the army when he was 17.
他17岁参加了陆军。
"
tailor,In his youth his father bound him out to a tailor.,他年轻时他父亲叫他去给一个裁缝当学徒。,"v.剪裁；使合适
n.裁缝
","1. In his youth his father bound him out to a tailor.
他年轻时他父亲叫他去给一个裁缝当学徒。
"
retrospect,"In retrospect, I wonder if we should have done more.",回过头看，我在想我们是否应该做得更多些。,"n.回顾，追溯
v.回顾，追溯；回想
","1. In retrospect, I wonder if we should have done more.
回过头看，我在想我们是否应该做得更多些。
"
instinct,Her instinct told her that something was wrong.,直觉告诉她有些不对劲。,"n.本能，直觉；天性
adj.充满着的
","1. Her instinct told her that something was wrong.
直觉告诉她有些不对劲。
"
neighborhood,,,"n.附近；街坊；接近；街区
",
copyright,Who owns the copyright of this book?,谁拥有这本书的版权？,"n.版权，著作权
adj.版权的；受版权保护的
v.保护版权；为…取得版权
","1. Who owns the copyright of this book?
谁拥有这本书的版权？
2. The database will be protected by copyright .
这个数据库将受到版权保护。
"
discard,Read the manufacturer's guidelines before discarding the box.,先阅读制造商的说明书再把盒子丢掉。,"v.抛弃；放弃；丢弃
n.抛弃；被丢弃的东西或人
","1. Read the manufacturer's guidelines before discarding the box.
先阅读制造商的说明书再把盒子丢掉。
"
fur,a fur coat,裘皮大衣,"n.皮，皮子；毛皮；软毛
v.用毛皮覆盖；使穿毛皮服装
","1. a fur coat
裘皮大衣
"
hair,Her hair was short and dark.,她的头发又短又黑。,"n.头发；毛发；些微
vt.除去…的毛发
vi.生长毛发；形成毛状纤维
adj.毛发的；护理毛发的；用毛发制成的
","1. Her hair was short and dark.
她的头发又短又黑。
2. a short fat man with no hair on his head
光头的矮胖男人
"
explosion,We heard a loud explosion.,我们听到一声巨大的爆炸声。,"n.爆炸；爆发；激增
","1. We heard a loud explosion.
我们听到一声巨大的爆炸声。
"
anger,There is growing anger among the people against the government.,民众对政府越来越不满。,"n.怒，愤怒；忿怒
v.使发怒，激怒；恼火
","1. There is growing anger among the people against the government.
民众对政府越来越不满。
"
dumb,He stared at the burnt-out car in dumb disbelief.,他难以置信地望着烧毁的汽车，话也说不出来了。,"adj.哑的，无说话能力的；不说话的，无声音的
","1. He stared at the burnt-out car in dumb disbelief.
他难以置信地望着烧毁的汽车，话也说不出来了。
2. She was struck dumb with terror.
她吓得说不出话来。
"
geography,a geography lesson,地理课,"n.地理；地形
","1. a geography lesson
地理课
"
clip,The wire is held on with a metal clip.,电线用金属夹子固定。,"n.（塑料或金属的）夹子；回纹针；修剪；剪报
v.剪；剪掉；缩短；给…剪毛（或发）用别针别在某物上，用夹子夹在某物上
","1. The wire is held on with a metal clip.
电线用金属夹子固定。
2. a wad of money in a gold clip
用金夹子夹着的一沓钞票
"
indispensable,Mobile phones have become an indispensable part of our lives.,移动电话已经成为我们生活中的必需品。,"adj.不可缺少的；绝对必要的；责无旁贷的
n.不可缺少之物；必不可少的人
","1. Mobile phones have become an indispensable part of our lives.
移动电话已经成为我们生活中的必需品。
"
nest,a bird’s nest,鸟窝,"n.巢，窝；安乐窝；温床
v.筑巢；嵌套
","1. a bird’s nest
鸟窝
2. In May the females build a nest and lay their eggs.
雌鸟在5月份筑巢产蛋。
3. Young eagles leave the nest after only two months.
雏鹰仅仅两个月以后就会飞离鸟巢。
"
grain,...a grain of wheat.,…一颗麦粒。,"n.粮食；颗粒；[作物] 谷物；纹理
v.成谷粒
","1. ...a grain of wheat.
…一颗麦粒。
"
guilty,She looked self-conscious and guilty.,她看上去很不自然，很内疚的样子。,"adj.有罪的；内疚的
","1. She looked self-conscious and guilty.
她看上去很不自然，很内疚的样子。
2. It was his guilty conscience that made him offer to help.
他是因为良心上过意不去才提出帮忙的。
"
compile,The document was compiled by the Department of Health.,这份文件是由卫生部汇编的。,"v.编译；编制；编辑；[图情] 汇编
","1. The document was compiled by the Department of Health.
这份文件是由卫生部汇编的。
"
visitor,Times Square attracts more than 30 million visitors annually.,时代广场每年吸引三千多万游客。,"n.访问者，参观者；视察者；候鸟
","1. Times Square attracts more than 30 million visitors annually.
时代广场每年吸引三千多万游客。
"
fog,"It will be a cold night, and there may be fog patches .",今夜天气寒冷，部分地区可能有雾。,"n.雾；烟雾，尘雾；迷惑
v.使模糊；使困惑；以雾笼罩
","1. It will be a cold night, and there may be fog patches .
今夜天气寒冷，部分地区可能有雾。
2. A blanket of fog covered the fields.
大雾笼罩了田野。
3. The fog lifted (= disappeared ) in the afternoon.
下午，雾散了。
"
cloud,Fears of renewed terrorist attacks cast a cloud over the event (= spoilt the happy situation ) .,对恐怖分子再次发动袭击的担心给这次活动蒙上了一层阴影。,"n.云；阴云；云状物；一大群；黑斑
v.使混乱；以云遮敝；使忧郁；玷污
","1. Fears of renewed terrorist attacks cast a cloud over the event (= spoilt the happy situation ) .
对恐怖分子再次发动袭击的担心给这次活动蒙上了一层阴影。
"
lump,Strain the custard to remove lumps.,滤去牛奶蛋糊里的面块。,"n.块，块状；肿块；瘤；很多；笨人
v.混在一起；使成块状；忍耐；笨重地移动
adj.成团的；总共的
adv.很；非常
","1. Strain the custard to remove lumps.
滤去牛奶蛋糊里的面块。
"
dialect,the local dialect,当地方言,"n.方言，土话；同源语；行话；个人用语特征
adj.方言的
","1. the local dialect
当地方言
"
restrict,The new law restricts the sale of hand guns.,新法规限制手枪的销售。,"v.限制；约束；限定
","1. The new law restricts the sale of hand guns.
新法规限制手枪的销售。
2. You may need to restrict access to certain files (= limit the number of people who can read them ) .
某些档案可能需要限制查阅。
3. The agreement will restrict competition.
这个协议将限制竞争。
"
pepper,salt and pepper,盐和胡椒粉,"n.胡椒；辣椒；胡椒粉
v.加胡椒粉于；使布满
","1. salt and pepper
盐和胡椒粉
"
film,Have you seen any good films recently?,你最近看过什么好的影片吗？,"n.电影；薄膜；胶卷；轻烟
v.在…上覆以薄膜；把…拍成电影
","1. Have you seen any good films recently?
你最近看过什么好的影片吗？
"
cherry,a bunch of cherries,一串樱桃,"n.樱桃；樱桃树；如樱桃的鲜红色；处女膜，处女
","1. a bunch of cherries
一串樱桃
2. cherry pie
樱桃馅饼
"
outer,Remove the tough outer leaves before cooking.,烹煮之前先把外面的老叶子去掉。,"adj.外面的，外部的；远离中心的
n.环外命中
","1. Remove the tough outer leaves before cooking.
烹煮之前先把外面的老叶子去掉。
"
pants,She was wearing dark blue pants and a white sweater.,她穿着深蓝色长裤和白色毛衣。,"n.裤子
","1. She was wearing dark blue pants and a white sweater.
她穿着深蓝色长裤和白色毛衣。
"
float,I looked up at the clouds floating in the sky.,我仰望着天上的浮云。,"v.使漂浮；实行
n.彩车，花车；漂流物；浮舟；浮萍
","1. I looked up at the clouds floating in the sky.
我仰望着天上的浮云。
2. Leaves floated gently down from the trees.
叶子从树上轻轻飘落。
"
parade,a victory parade,胜利游行,"n.游行；阅兵；炫耀；行进；阅兵场
v.游行；炫耀；列队行进
","1. a victory parade
胜利游行
2. the St Patrick’s Day parade
圣帕特里克节庆祝游行
"
pocket,Luke came in with his hands in his pockets.,卢克走了进来，双手插在口袋里。,"n.口袋；钱；容器
v.隐藏；忍受；将…放入衣袋
adj.小型的，袖珍的；金钱上的
","1. Luke came in with his hands in his pockets.
卢克走了进来，双手插在口袋里。
2. The policeman told me to turn out my pockets (= take everything out of them ) .
警察让我把口袋里的东西都掏出来。
3. Anthony snatched his letters and pocketed them.
安东尼抓过他的信，放进了衣袋中。
4. ...a pocket calculator.
…一个袖珍计算器。
"
till,You keep as much money as you need in the till to run your operations.,你做业务要储备足够的钱。,"n.[地理][水文] 冰碛；放钱的抽屉；备用现金
prep.直到
conj.直到为止
v.耕种；犁
","1. You keep as much money as you need in the till to run your operations.
你做业务要储备足够的钱。
"
elegant,"a tall, elegant young woman",身材高挑、举止优雅的年轻女子,"adj.高雅的，优雅的；讲究的；简炼的；简洁的
","1. a tall, elegant young woman
身材高挑、举止优雅的年轻女子
2. You can dine in elegant surroundings.
你可以在雅致的环境中进餐。
"
competent,A competent mechanic should be able to fix the problem.,一名合格的机修工应该能够解决这个问题。,"adj.胜任的；有能力的；能干的；足够的
","1. A competent mechanic should be able to fix the problem.
一名合格的机修工应该能够解决这个问题。
"
dam,They built a dam along the seashore to retain the seawater.,他们沿海岸筑起一道堤坝以拦住海水。,"v.控制；筑坝
n.[水利] 水坝；障碍
","1. They built a dam along the seashore to retain the seawater.
他们沿海岸筑起一道堤坝以拦住海水。
"
deteriorate,Ethel’s health has deteriorated.,埃塞尔的健康状况恶化了。,"v.恶化，变坏
","1. Ethel’s health has deteriorated.
埃塞尔的健康状况恶化了。
2. America’s deteriorating economy
美国日渐恶化的经济
"
coal,Put some coal on the fire.,往火里加点煤。,"v.上煤；加煤
n.煤；煤块；木炭
","1. Put some coal on the fire.
往火里加点煤。
2. the coal mining industry
采煤业
3. a lump of coal
一块煤
"
complaint,"If you wish to make a complaint, you should see the manager.",如果你要投诉，应该去找经理。,"n.抱怨；诉苦；疾病；委屈
","1. If you wish to make a complaint, you should see the manager.
如果你要投诉，应该去找经理。
2. The sales assistants are trained to deal with customer complaints in a friendly manner.
售货员都受过培训，要以友好的态度处理顾客的投诉。
"
photo,Can you take a photo of me and Rachel?,你能给我和雷切尔拍张照吗？,"n.照片
","1. Can you take a photo of me and Rachel?
你能给我和雷切尔拍张照吗？
"
orient,"She looked at the street names, trying to orient herself.",她看看街名，试图确定自己的方位。,"v.使适应；确定方向；使朝东
n.东方；东方诸国
adj.东方的
","1. She looked at the street names, trying to orient herself.
她看看街名，试图确定自己的方位。
"
bind,The monks are bound by vows of silence.,僧侣们必须遵守保持缄默的誓言。,"v.结合；装订；有约束力；过紧
n.捆绑；困境；讨厌的事情；植物的藤蔓
","1. The monks are bound by vows of silence.
僧侣们必须遵守保持缄默的誓言。
"
perish,,,"v.使麻木；毁坏
",
