word,word_sen,word_sen_trans,trans,example
china,china teacups,瓷茶杯,"n.瓷器
adj.瓷制的
","1. china teacups
瓷茶杯
"
revive,Local people have decided to revive this centuries-old tradition.,当地人决定复兴这一延续了数个世纪的传统。,"v.复兴；复活；苏醒；恢复精神
","1. Local people have decided to revive this centuries-old tradition.
当地人决定复兴这一延续了数个世纪的传统。
"
precious,planes delivering precious supplies of medicine and food,运送药品、食品等宝贵物资的飞机,"adj.宝贵的；珍贵的；矫揉造作的
n.(Precious)人名；(英)普雷舍斯，普雷舍丝(女名)
","1. planes delivering precious supplies of medicine and food
运送药品、食品等宝贵物资的飞机
2. our planet’s precious resources
我们星球上的宝贵资源
"
pilgrim,pilgrims visiting a holy shrine,祭拜圣庙的朝圣者,"n.朝圣者；漫游者；（美）最初的移民
vi.去朝圣；漫游
","1. pilgrims visiting a holy shrine
祭拜圣庙的朝圣者
"
likewise,Nanny put on a shawl and told the girls to do likewise.,南妮披上披肩，并叫女孩们也这样做。,"adv.同样地；也
","1. Nanny put on a shawl and told the girls to do likewise.
南妮披上披肩，并叫女孩们也这样做。
2. The clams were delicious. Likewise, the eggplant was excellent.
蛤蜊味道鲜美，茄子也同样美味。
"
prize,"In this month’s competition you could win a prize worth £3,000.","在本月的竞赛中您可以赢得价值3,000英镑的奖品。","n.奖品；奖赏；战利品
v.珍视；捕获；估价
adj.获奖的
","1. In this month’s competition you could win a prize worth £3,000.
在本月的竞赛中您可以赢得价值3,000英镑的奖品。
2. The first prize has gone to Dr John Gentle.
获得一等奖的是约翰·金特尔博士。
3. The prizes are awarded (= given ) every year to students who have shown original thinking in their work.
这些奖项每年颁发给在学习中表现出创造性思维的学生。
4. The total prize money was £30,000.
奖金总额为3万英镑。
"
strict,a strict teacher,严格的老师,"adj.严格的；绝对的；精确的；详细的
","1. a strict teacher
严格的老师
"
elevate,Language has elevated humans above the other animals.,语言使人类高于其他动物。,"v.提升；举起；振奋情绪等；提升…的职位
","1. Language has elevated humans above the other animals.
语言使人类高于其他动物。
"
inch,The curtains were an inch too short.,窗帘短了一英寸。,"n.英寸；身高；少许
v.使缓慢地移动
","1. The curtains were an inch too short.
窗帘短了一英寸。
2. Rainfall here is under 15 inches a year.
本地的年降雨量不到15英寸。
"
surpass,He had surpassed all our expectations .,他超越了我们所有的预期。,"v.超越；胜过，优于；非…所能办到或理解
","1. He had surpassed all our expectations .
他超越了我们所有的预期。
2. The number of multiple births has surpassed 100,000 for the first time.
多胎产首次突破了 10 万例。
"
address,"Send a stamped, self-addressed envelope (=  with your address on it so it can be sent back to you  ) .",寄上一个贴好邮票的、写有回邮地址的信封。,"v.演说；从事；忙于；写姓名地址；向…致辞；与…说话；提出；处理
n.地址；演讲；致辞；说话的技巧；称呼
","1. Send a stamped, self-addressed envelope (=  with your address on it so it can be sent back to you  ) .
寄上一个贴好邮票的、写有回邮地址的信封。
"
missing,We found the missing piece of the jigsaw under the chair.,我们在椅子下面找到了那块丢失的拼图。,"adj.失踪的；缺少的
v.错过（miss的ing形式）；想念；漏掉
n.(Missing)人名；(德)米辛
","1. We found the missing piece of the jigsaw under the chair.
我们在椅子下面找到了那块丢失的拼图。
2. The keys have been missing for ages.
钥匙早已丢失了。
"
hypothesis,One hypothesis is that the victim fell asleep while driving.,一种假设是受害人开车时睡着了。,"n.假设
","1. One hypothesis is that the victim fell asleep while driving.
一种假设是受害人开车时睡着了。
"
novelty,Many toys have no attraction beyond their novelty value.,许多玩具除了有些新奇感之外，别无吸引力。,"n.新奇；新奇的事物；新颖小巧而廉价的物品
","1. Many toys have no attraction beyond their novelty value.
许多玩具除了有些新奇感之外，别无吸引力。
2. It was fun for a while, but the novelty wore off (= it became boring ).
开始有一阵很好玩，可是新鲜感随后便消失了。
"
protect,Are we doing enough to protect the environment?,我们在保护环境方面做得够吗？,"v.保护，防卫；警戒
","1. Are we doing enough to protect the environment?
我们在保护环境方面做得够吗？
"
clock,I heard the clock strike six (= make six loud sounds ) .,我听到钟敲了六下。,"n.时钟；计时器
v.记录；记时
","1. I heard the clock strike six (= make six loud sounds ) .
我听到钟敲了六下。
2. The station clock was ten minutes slow (= showed a time ten minutes earlier than the real time ) .
车站的钟慢了十分钟。
"
enlighten,A few dedicated doctors have fought for years to enlighten the profession.,少数富有献身精神的医生为启蒙这一行业而奋斗多年。,"v.启发，启蒙；教导，开导；照耀
","1. A few dedicated doctors have fought for years to enlighten the profession.
少数富有献身精神的医生为启蒙这一行业而奋斗多年。
"
biology,a degree in biology,生物学学位,"n.（一个地区全部的）生物；生物学
","1. a degree in biology
生物学学位
"
comparison,Her paintings invite comparison with those of the early Impressionists (= they remind you of them ) .,她的画作让人想起早期的印象派作品。,"n.比较；对照；比喻；比较关系
","1. Her paintings invite comparison with those of the early Impressionists (= they remind you of them ) .
她的画作让人想起早期的印象派作品。
"
accomplish,We have accomplished all we set out to do.,所有计划要做的事情，我们都已完成。,"v.完成；实现；达到
","1. We have accomplished all we set out to do.
所有计划要做的事情，我们都已完成。
2. (=  we have done what we intended to do  ) .
大功告成。
"
audience,The audience began clapping and cheering.,观众开始鼓掌欢呼。,"n.观众；听众；读者；接见；正式会见；拜会
","1. The audience began clapping and cheering.
观众开始鼓掌欢呼。
2. One member of the audience described the opera as ‘boring’.
有一名观众说这出歌剧“乏味”。
"
profitable,The advertising campaign proved very profitable.,事实证明，这次广告宣传活动卓有成效。,"adj.有利可图的；赚钱的；有益的
","1. The advertising campaign proved very profitable.
事实证明，这次广告宣传活动卓有成效。
2. a highly profitable business
盈利高的企业
3. a profitable afternoon
有收获的下午
"
pride,He wore his medals with pride.,他自豪地戴着奖章。,"n.自豪；骄傲；自尊心
v.使得意，以…自豪
","1. He wore his medals with pride.
他自豪地戴着奖章。
2. The people have a sense of pride in their community.
人们对自己的社区有一种自豪感。
3. His heart swelled with pride when his daughter came in.
女儿进来时他的内心充满了自豪感。
4. She felt a glow of pride when her name was announced for the prize.
宣布她获奖时她感到非常自豪。
5. Success in sport is a source of national pride .
体育方面的成就可以激发民族自豪感。
"
danger,Danger! No boats beyond this point.,危险！船只不可越过此处。,"n.危险；危险物，威胁
","1. Danger! No boats beyond this point.
危险！船只不可越过此处。
2. The refugees believe that their lives are in danger .
难民认为他们有生命危险。
"
resistance,disease resistance,抗病能力,"n.阻力；电阻；抵抗；反抗；抵抗力
","1. disease resistance
抗病能力
"
resent,Paul resented the fact that Carol didn’t trust him.,保罗非常气愤，因为卡萝尔不信任他。,"v.怨恨；愤恨；厌恶
","1. Paul resented the fact that Carol didn’t trust him.
保罗非常气愤，因为卡萝尔不信任他。
"
familiar,a familiar tune,熟悉的曲调,"adj.熟悉的；常见的；亲近的
n.常客；密友
","1. a familiar tune
熟悉的曲调
2. It was a relief to be back in familiar surroundings .
回到熟悉的环境里让人松了一口气。
3. Beggars on the street are becoming a familiar sight .
街上出现乞丐的情况逐渐变得屡见不鲜。
4. This kind of situation was all too familiar (= very familiar ) to John.
这种情形对约翰来说太熟悉了。
5. Her face seems vaguely familiar , but I can’t quite place her.
她看起来有点面熟，但我还是认不出她来。
"
gender,people of the same gender,同性别的人,"n.性；性别；性交
vt.生（过去式gendered，过去分词gendered，现在分词gendering，第三人称单数genders，形容词genderless）
","1. people of the same gender
同性别的人
2. Discrimination on grounds of race or gender is forbidden.
严禁种族歧视和性别歧视。
3. There may be gender differences in attitudes to paid work.
对待有偿劳动的态度可能存在着性别差异。
4. traditional gender roles
传统的性别角色
5. toys that do not reinforce gender stereotypes
不强化性别模式化观念的玩具
6. a science fiction story dealing with gender issues
以性别问题为题材的科幻故事
"
victim,The victim received head injuries from which she died a week later.,受害人头部受伤，一周后死亡。,"n.受害人；牺牲品；牺牲者
","1. The victim received head injuries from which she died a week later.
受害人头部受伤，一周后死亡。
2. a credit card fraud ring that stole millions of dollars from unsuspecting victims
从毫无戒心的受害者手中盗取数百万美元的信用卡诈骗团伙
"
resume,a brief résumé of the day’s events,当天活动的概述,"n.摘要；[管理] 履历，简历
v.重新开始，继续；恢复，重新占用
","1. a brief résumé of the day’s events
当天活动的概述
"
grasp,Luke took her arm in a firm grasp and led her through the gate.,卢克紧紧抓着她的胳膊，领她进了门。,"n.抓住；理解；控制
v.抓住；领会
","1. Luke took her arm in a firm grasp and led her through the gate.
卢克紧紧抓着她的胳膊，领她进了门。
2. He had allowed the ball to slip from his grasp.
他让球从手里滑了出去。
"
evil,an evil dictator responsible for the deaths of millions,应对数百万人之死负责的邪恶独裁者,"adj.邪恶的；不幸的；有害的；讨厌的
n.罪恶，邪恶；不幸
","1. an evil dictator responsible for the deaths of millions
应对数百万人之死负责的邪恶独裁者
2. his evil deeds
他的恶行
"
effective,The cheaper drugs are just as effective in treating arthritis.,较便宜的药品对治疗关节炎同样有效。,"adj.有效的，起作用的；实际的，实在的；给人深刻印象
","1. The cheaper drugs are just as effective in treating arthritis.
较便宜的药品对治疗关节炎同样有效。
2. the painting’s highly effective use of colour
绘画中得心应手的色彩运用
3. Training is often much less effective than expected.
训练的效果往往远低于预期。
4. the most effective ways of reducing inner city congestion
减少旧城区交通拥挤最有效的办法
"
wander,She wandered aimlessly about the house.,她漫无目的地在房子里走来走去。,"v.徘徊；漫步；迷路；离题
n.(Wander)人名；(英)万德(女子教名)
","1. She wandered aimlessly about the house.
她漫无目的地在房子里走来走去。
2. Ana wandered off to get a drink.
安娜溜达着去弄了一杯喝的。
3. He was found wandering the streets of New York.
有人看到他在纽约街头游荡。
"
extract,You’ll have to have that tooth extracted.,你得把那颗牙拔掉。,"v.提取；取出；摘录；榨取
n.汁；摘录；榨出物；选粹
","1. You’ll have to have that tooth extracted.
你得把那颗牙拔掉。
"
dependent,Jan’s mother was dependent on her for physical care.,简的母亲要靠简来照顾。,"adj.依靠的；从属的；取决于…的
n.依赖他人者；受赡养者
","1. Jan’s mother was dependent on her for physical care.
简的母亲要靠简来照顾。
2. Do you have any dependent children (= who you are still supporting financially ) ?
你有没有需要扶养的孩子？
"
coherent,The three years of the course are planned as a coherent whole.,这三年的课程是作为连贯的整体来安排的。,"adj.连贯的，一致的；明了的；清晰的；凝聚性的；互相耦合的；粘在一起的
","1. The three years of the course are planned as a coherent whole.
这三年的课程是作为连贯的整体来安排的。
2. a coherent account of the incident
对该事件条理分明的陈述
"
hook,Tom hung his coat on the hook behind the door.,汤姆把外套挂在门后的衣钩上。,"n.挂钩，吊钩
v.钩住；引上钩
","1. Tom hung his coat on the hook behind the door.
汤姆把外套挂在门后的衣钩上。
"
factory,a car factory,汽车制造厂,"n.工厂；制造厂；代理店
","1. a car factory
汽车制造厂
2. factory workers
工厂工人
"
prefer,This type of owl prefers a desert habitat.,这种猫头鹰更喜欢沙漠的生活环境。,"v.更喜欢；宁愿；提出；提升
","1. This type of owl prefers a desert habitat.
这种猫头鹰更喜欢沙漠的生活环境。
2. She prefers her coffee black.
她更喜欢喝黑咖啡。
3. the government’s preferred option
政府倾向的选择
4. Employees said they would prefer more flexible working hours.
员工们说他们希望有更具弹性的工作时间。
5. Or, if you prefer , you can email us.
或者，你喜欢的话，可以给我们发电子邮件。
"
guidance,a missile with a sophisticated electronic guidance system,有精密电子制导系统的导弹,"n.指导，引导；领导
","1. a missile with a sophisticated electronic guidance system
有精密电子制导系统的导弹
"
regarding,"Regarding your recent inquiry, I have enclosed a copy of our new brochure.",关于你最近的咨询，我随信附上一本我们最新的手册。,"prep.关于，至于
","1. Regarding your recent inquiry, I have enclosed a copy of our new brochure.
关于你最近的咨询，我随信附上一本我们最新的手册。
"
auto,imported autos,进口汽车,"n.汽车（等于automobile）；自动
vi.乘汽车
","1. imported autos
进口汽车
2. the auto industry
汽车工业
3. auto insurance
汽车保险
"
accident,I met her quite by accident (=  completely by accident  ) .,我遇见她完全是偶然。,"n.事故；意外；[法] 意外事件；机遇
","1. I met her quite by accident (=  completely by accident  ) .
我遇见她完全是偶然。
2. The discovery was made almost by accident.
这项发现几乎纯属意外。
3. The pilot, whether by accident or design (=  whether it was planned or not planned  ) , made the plane do a sharp turn.
不知是有意还是无意，那名飞行员让飞机来了个急转弯。
"
susceptible,A lot of TV advertising is aimed at susceptible young children.,很多电视广告瞄准了易受影响的幼儿。,"adj.易受影响的；易感动的；容许…的
n.易得病的人
","1. A lot of TV advertising is aimed at susceptible young children.
很多电视广告瞄准了易受影响的幼儿。
"
statistical,The report contains a great deal of statistical information.,该报告包含大量统计资料。,"adj.统计的；统计学的
","1. The report contains a great deal of statistical information.
该报告包含大量统计资料。
"
pupil,About 20 pupils study music here.,大约20名小学生在这里学习音乐。,"n.学生；[解剖] 瞳孔；未成年人
","1. About 20 pupils study music here.
大约20名小学生在这里学习音乐。
2. staff and pupils
教职员工和学生
3. a star pupil
一名优秀的小学生
4. a third-grade pupil
一名三年级小学生
"
intense,Young people today are under intense pressure to succeed.,如今的年轻人面临要出人头地的巨大压力。,"adj.强烈的；紧张的；非常的；热情的
","1. Young people today are under intense pressure to succeed.
如今的年轻人面临要出人头地的巨大压力。
2. the intense heat of the desert
沙漠的炽热
3. The pain was so intense I couldn’t sleep.
疼得我都睡不着觉。
4. He took an intense interest in all religious matters.
他对所有宗教事宜都很感兴趣。
5. a look of intense dislike
极端厌恶的表情
"
preferable,"For this dish, fresh herbs and garlic are preferable.",做这道菜，用新鲜香草和大蒜更好。,"adj.更好的，更可取的；更合意的
","1. For this dish, fresh herbs and garlic are preferable.
做这道菜，用新鲜香草和大蒜更好。
2. In warm weather, clothes made of natural fabrics are infinitely preferable (= much better ) .
天气暖和的时候，穿天然织物的衣服要舒适得多。
"
panic,a feeling of sheer panic,惊恐万分的感觉,"n.恐慌，惊慌；大恐慌
adj.恐慌的；没有理由的
v.使恐慌
","1. a feeling of sheer panic
惊恐万分的感觉
2. She got into a panic when she couldn’t find the tickets.
她找不到票，慌了起来。
3. The whole nation is in a state of panic following the attacks.
袭击过后整个国家一片恐慌。
4. She suffers from terrible panic attacks .
她时常会出现一阵极度慌乱之感。
"
equipment,a shop selling camping equipment,出售露营装备的商店,"n.设备，装备；器材
","1. a shop selling camping equipment
出售露营装备的商店
2. some brand new computer equipment
一些全新的计算机设备
3. a very useful piece of equipment
一件非常有用的设备
"
cool,She swam out into the cool water.,她往外游向清凉的水里。,"adj.凉爽的；冷静的；出色的
v.使…冷却；使…平静下来
n.凉爽；凉爽的空气
adv.冷静地
","1. She swam out into the cool water.
她往外游向清凉的水里。
2. The evening air was cool.
夜晚的空气很凉爽。
3. Relax in the sun with a cool drink.
在阳光下喝杯清凉饮料放松一下。
4. the cooler weather of September
九月较凉爽的天气
"
adequate,Farmers have been slow to make adequate provision for their retirement.,农民们迟迟没有为退休做好适当安排。,"adj.充足的；适当的；胜任的
","1. Farmers have been slow to make adequate provision for their retirement.
农民们迟迟没有为退休做好适当安排。
2. Some creams we tested failed to give adequate protection against UV light.
我们检测的有些防晒霜不能提供足够的防紫外线保护。
3. The standard of his work is barely adequate .
他的工作水准勉强合格。
4. The company has yet to provide an adequate explanation for its actions.
该公司对其行动仍未作出充分解释。
"
attendance,"We have an average attendance of 4,000 fans per game.","每场比赛平均有4,000名球迷来观战。","n.出席；到场；出席人数；考勤
","1. We have an average attendance of 4,000 fans per game.
每场比赛平均有4,000名球迷来观战。
2. Last year’s fair saw attendance figures of 32,000.
去年的交易会有3.2万人参加。
"
vessel,a fishing vessel,渔船,"n.船，舰；[组织] 脉管，血管；容器，器皿
","1. a fishing vessel
渔船
"
inspire,We need someone who can inspire the team.,我们需要一个能鼓舞团队士气的人。,"v.激发；鼓舞；启示；产生；使生灵感
","1. We need someone who can inspire the team.
我们需要一个能鼓舞团队士气的人。
2. Inspired by the sunny weather, I decided to explore the woods.
阳光明媚的天气令人振奋，我决定到森林里寻幽探胜。
"
exploit,Homeworkers can easily be exploited by employers.,在家工作的人容易被雇主剥削。,"v.开发，开拓；剥削；开采
n.勋绩；功绩
","1. Homeworkers can easily be exploited by employers.
在家工作的人容易被雇主剥削。
"
radio,The last 12 months have been difficult ones for local radio.,最近的12个月对地方广播电台来说是艰难的。,"n.收音机；无线电广播设备
v.用无线电进行通信
","1. The last 12 months have been difficult ones for local radio.
最近的12个月对地方广播电台来说是艰难的。
"
remote,a remote border town,一个偏远的边境小镇,"adj.遥远的；偏僻的；疏远的
n.远程
","1. a remote border town
一个偏远的边境小镇
2. a fire in a remote mountain area
偏远山区的火灾
"
literature,He has read many of the major works of literature.,他读过许多重要的文学作品。,"n.文学；文献；文艺；著作
","1. He has read many of the major works of literature.
他读过许多重要的文学作品。
2. Italian literature
意大利文学
"
format,a large-format book for the partially-sighted,一本给弱视者阅读的大开本的书,"n.格式；版式；开本
v.使格式化；规定…的格式
","1. a large-format book for the partially-sighted
一本给弱视者阅读的大开本的书
"
recipient,...the largest recipient of U.S. foreign aid.,…最大的美国对外援助接受方。,"n.容器，接受者；容纳者
adj.容易接受的，感受性强的
","1. ...the largest recipient of U.S. foreign aid.
…最大的美国对外援助接受方。
"
persuade,He was fairly easily persuaded .,他很轻易就被说服了。,"v.说服，劝说；使某人相信；劝某人做（不做）某事
adj.空闲的，有闲的
","1. He was fairly easily persuaded .
他很轻易就被说服了。
"
peak,Sales this month have reached a new peak .,本月的销售额创了新高。,"n.山峰；最高点；顶点；帽舌
v.使达到最高点；使竖起
adj.最高的；最大值的
","1. Sales this month have reached a new peak .
本月的销售额创了新高。
2. Most athletes reach their peak in their mid 20s.
大多数运动员在25岁左右达到巅峰状态。
3. He’s past his peak as a tennis player.
作为网球运动员他已过了巅峰期。
4. Oil production is down from its peak of two years ago.
石油生产已比不上两年前的鼎盛时期。
5. the peaks and troughs of the US economy (= high and low points )
美国经济的起起落落
6. Temperatures have peaked at over 90 degrees.
温度已达到峰值，超过了90度。
"
debate,The issue will be debated on Tuesday.,这个问题将在星期二讨论。,"v.辩论，争论，讨论
n.辩论；辩论会
","1. The issue will be debated on Tuesday.
这个问题将在星期二讨论。
2. His conclusions are hotly debated (= argued about strongly ) .
他的结论引发了热烈的讨论。
"
expression,Student leaders are demanding greater freedom of expression (= the right to say what you think without being punished ).,学生领袖要求得到更多的言论自由。,"n.表现，表示，表达；表情，脸色，态度，腔调，声调；式，符号；词句，语句，措辞，说法
","1. Student leaders are demanding greater freedom of expression (= the right to say what you think without being punished ).
学生领袖要求得到更多的言论自由。
"
award,Moodie has been awarded a golf scholarship at the University of Hawaii.,穆迪获授夏威夷大学高尔夫奖学金。,"v.授予；判定
n.奖品；判决
","1. Moodie has been awarded a golf scholarship at the University of Hawaii.
穆迪获授夏威夷大学高尔夫奖学金。
"
abroad,I’ve never lived abroad before.,我以前从未在国外生活过。,"adv.在国外；到海外
adj.往国外的
n.海外；异国
","1. I’ve never lived abroad before.
我以前从未在国外生活过。
2. She often goes abroad on business.
她经常出国公干。
3. We never travelled abroad when we were kids.
我们小时候从来没有去国外旅行过。
4. goods imported from abroad
从国外进口的商品
5. The books about Harry Potter have been very popular, both at home and abroad .
有关哈利·波特的书在国内外一直都很流行。
"
ahead,He kept his gaze fixed on the car ahead.,他的目光一直盯着前面的那辆汽车。,"adj.向前；在前的；领先
adv.向前地；领先地；在（某人或某事物的）前面；预先；在将来，为未来
","1. He kept his gaze fixed on the car ahead.
他的目光一直盯着前面的那辆汽车。
2. We could see the lights of Las Vegas up ahead .
我们能看到前方拉斯维加斯的灯光。
3. Henry hurried on ahead (=  went in front of the others  ) .
亨利赶紧跑到前面。
"
barrier,He advocated the removal of trade barriers.,他提倡消除贸易壁垒。,"n.障碍物，屏障；界线
vt.把…关入栅栏
","1. He advocated the removal of trade barriers.
他提倡消除贸易壁垒。
"
contend,"Inevitably, fights break out between the members of contending groups.",争权夺利的几个团体之间不可避免地发生了打斗。,"v.竞争；奋斗；斗争；争论
","1. Inevitably, fights break out between the members of contending groups.
争权夺利的几个团体之间不可避免地发生了打斗。
"
survival,The doctors gave him a one in ten chance of survival .,医生说他有十分之一的生存希望。,"n.幸存，残存；幸存者，残存物
","1. The doctors gave him a one in ten chance of survival .
医生说他有十分之一的生存希望。
2. A lot of small companies are having to fight for survival (= work hard in order to continue to exist ) .
很多小公司不得不挣扎求生。
"
entrance,the station entrance,车站的入口处,"n.入口；进入
v.使出神，使入迷
","1. the station entrance
车站的入口处
"
selection,The judges have made their final selection.,评委已经作出最后的评选。,"n.选择，挑选；选集；精选品
","1. The judges have made their final selection.
评委已经作出最后的评选。
"
attend,Only 12 people attended the meeting.,只有12个人出席了会议。,"v.出席；上（大学等）；照料；招待；陪伴
","1. Only 12 people attended the meeting.
只有12个人出席了会议。
2. Please let us know if you are unable to attend.
如果不能出席，请通知我们。
"
dare,Jones broke into a military base on a dare.,约翰接受了挑战，冲进一个军事基地。,"n.挑战；挑动
v.敢冒；不惧
","1. Jones broke into a military base on a dare.
约翰接受了挑战，冲进一个军事基地。
"
comparative,"After a lifetime of poverty, his last few years were spent in comparable comfort.",他穷了一辈子，最后几年还算过得比较舒适。,"adj.比较的；相当的
n.比较级；对手
","1. After a lifetime of poverty, his last few years were spent in comparable comfort.
他穷了一辈子，最后几年还算过得比较舒适。
"
sudden,a sudden change in the weather,天气的突然变化,"adj.突然的，意外的；快速的
n.突然发生的事
","1. a sudden change in the weather
天气的突然变化
2. Life is cruel, she thought, with a sudden rush of anger.
生活真残酷，她想，心头突然涌上一股怒气。
3. a sudden movement
突然的一动
4. Her death was sudden.
她的死很突然。
"
tie,He tied the ends of the plastic bag together.,他把塑料袋的两头系在一起。,"v.系；约束；打结；与…成平局
n.领带；平局；鞋带；领结；不分胜负
","1. He tied the ends of the plastic bag together.
他把塑料袋的两头系在一起。
"
alert,The school immediately alerted the police .,学校立即报了警。,"v.警告；使警觉，使意识到
adj.警惕的，警觉的；留心的
n.警戒，警惕；警报
","1. The school immediately alerted the police .
学校立即报了警。
"
reserve,$10 million in cash reserves,"1,000万美元的现金储备","n.储备，储存；自然保护区；预备队；缄默；[金融] 储备金
v.储备；保留；预约
","1. $10 million in cash reserves
1,000万美元的现金储备
2. oil reserves
石油储备
"
contest,His brothers are contesting the will.,他的兄弟们对遗嘱提出质疑。,"v.争辩；质疑
n.竞赛；争夺；争论
","1. His brothers are contesting the will.
他的兄弟们对遗嘱提出质疑。
"
trigger,The assassination triggered off a wave of rioting.,这次暗杀事件引发了一阵骚乱。,"v.引发，引起；触发
n.扳机；[电子] 触发器；制滑机
","1. The assassination triggered off a wave of rioting.
这次暗杀事件引发了一阵骚乱。
2. Certain forms of mental illness can be triggered by food allergies.
某些精神疾病可能由食物过敏引发。
3. His action triggered a massive response from the government.
他的行动引发了政府的巨大反应。
"
pioneer,the early pioneers of the Dakota territory,达科他地区的早期拓荒者,"n.先锋；拓荒者
v.开辟；倡导；提倡
","1. the early pioneers of the Dakota territory
达科他地区的早期拓荒者
"
repair,"Dad was up the ladder, repairing the roof.",爸爸在梯子上修补屋顶。,"v.修理；修复
n.修理，修补；修补部位
","1. Dad was up the ladder, repairing the roof.
爸爸在梯子上修补屋顶。
2. Where can I get my shoes repaired ?
哪儿能修补鞋子？
"
treat,It was difficult to treat patients because of a shortage of medicine.,由于缺少药物，很难给病人治病。,"v.治疗；对待；探讨；视为
n.请客；款待
","1. It was difficult to treat patients because of a shortage of medicine.
由于缺少药物，很难给病人治病。
"
crown,a hat with a high crown,高顶帽,"n.王冠；花冠；王权；顶点
v.加冕；居…之顶；表彰；使圆满完成
","1. a hat with a high crown
高顶帽
"
slot,He dropped a coin into the slot and dialled.,他把一枚硬币投进了那个投币口，然后拨了号。,"n.位置；狭槽；水沟；硬币投币口
v.跟踪；开槽于
","1. He dropped a coin into the slot and dialled.
他把一枚硬币投进了那个投币口，然后拨了号。
"
context,The meaning of ‘mad’ depends on its context. mad,一词的意义要视上下文而定。,"n.环境；上下文；来龙去脉
","1. The meaning of ‘mad’ depends on its context. mad
一词的意义要视上下文而定。
"
toll,The death toll has risen to 83.,死亡人数已上升到83人。,"n.通行费；代价；钟声；伤亡人数
v.征收；敲钟
","1. The death toll has risen to 83.
死亡人数已上升到83人。
2. The bombings took a heavy toll , killing hundreds of Londoners.
轰炸造成严重伤亡，有几百名伦敦人丧生。
"
advice,You should have followed my advice.,你真该听我的建议。,"n.建议；忠告；劝告；通知
","1. You should have followed my advice.
你真该听我的建议。
"
architecture,He studied architecture at university.,他在大学里读的是建筑学。,"n.建筑学；建筑风格；建筑式样；架构
","1. He studied architecture at university.
他在大学里读的是建筑学。
"
qualification,He left school without any qualifications.,他离校时没有拿到任何文凭。,"n.资格；条件；限制；赋予资格
","1. He left school without any qualifications.
他离校时没有拿到任何文凭。
"
leisure,Most people now enjoy shorter working hours and more leisure time.,现在大多数人都喜欢工作时间短些，闲暇时间多些。,"n.闲暇；空闲；安逸
adj.空闲的；有闲的；业余的
","1. Most people now enjoy shorter working hours and more leisure time.
现在大多数人都喜欢工作时间短些，闲暇时间多些。
2. Watching television is now the nation’s most popular leisure activity.
看电视是当前国民最普遍的消遣活动。
3. The hotel offers various leisure facilities such as a swimming pool and sauna.
酒店提供游泳池、桑拿浴室等各种休闲设施。
4. The leisure industry (= the business of providing leisure activities ) is now an important part of the economy.
现在休闲娱乐行业是经济的一个重要组成部分。
"
organize,The course was organized by a training company.,这一课程是由一家培训公司组织的。,"v.组织；使有系统化；给予生机；组织成立工会等
","1. The course was organized by a training company.
这一课程是由一家培训公司组织的。
2. Students need to learn how to organize their work.
学生要学会如何安排好自己的学习。
"
supplement,...people doing extra jobs outside their regular jobs to supplement their incomes.,…在固定工作之余做兼职以增加收入的人们。,"v.增补，补充
n.增补，补充；补充物；增刊，副刊
","1. ...people doing extra jobs outside their regular jobs to supplement their incomes.
…在固定工作之余做兼职以增加收入的人们。
"
amateur,a gifted amateur,有天赋的业余爱好者,"n.爱好者；业余爱好者；外行
adj.业余的；外行的
","1. a gifted amateur
有天赋的业余爱好者
2. Mickelson won his first major golf tournament while still an amateur.
米克尔森还是业余选手时就赢得了他第一个高尔夫球锦标赛大奖。
3. ...professional athletes and amateur runners.
…专业运动员和业余赛跑运动员。
"
athlete,a professional athlete,一位专业运动员,"n.运动员，体育家；身强力壮的人
","1. a professional athlete
一位专业运动员
"
enormous,an enormous bunch of flowers,巨大的花束,"adj.庞大的，巨大的；凶暴的，极恶的
","1. an enormous bunch of flowers
巨大的花束
2. an enormous amount of money
巨款
3. The team made an enormous effort.
该队付出了巨大的努力。
"
strengthen,Our friendship has steadily strengthened over the years.,我们的友谊逐年加深。,"v.加强；巩固
","1. Our friendship has steadily strengthened over the years.
我们的友谊逐年加深。
2. Steve’s opposition only strengthened her resolve to go ahead.
史蒂夫的反对反而坚定了她继续下去的决心。
3. The company plans to strengthen its hand (= make itself more powerful ) in Europe by opening an office in Spain.
该公司计划在西班牙设立办事处，以此增强在欧洲的实力。
"
hero,"He had dared to speak out against injustice, and overnight he became a national hero .",他敢于站出来抨击不公正的现象，一夜之间就成了国家英雄。,"n.英雄；男主角，男主人公
","1. He had dared to speak out against injustice, and overnight he became a national hero .
他敢于站出来抨击不公正的现象，一夜之间就成了国家英雄。
2. His father was a war hero , a former fighter pilot.
他父亲是一位战争英雄，曾经是战斗机飞行员。
3. the unsung heroes who drove convoys of aid to Bosnia
运载援助物品到波斯尼亚的那些无名英雄
4. A man hailed as a hero for 50 years has been unmasked as a traitor.
50年来一直被誉为英雄的人被揭发为叛徒。
"
imitate,She was a splendid mimic and loved to imitate Winston Churchill.,她是个出色的模仿者，喜欢模仿温斯顿·丘吉尔。,"v.模仿，仿效；仿造，仿制
","1. She was a splendid mimic and loved to imitate Winston Churchill.
她是个出色的模仿者，喜欢模仿温斯顿·丘吉尔。
"
