word,word_sen,word_sen_trans,trans,example
generator,an emergency generator,应急发电机,"n.发电机；发生器；生产者
","1. an emergency generator
应急发电机
"
steamer,,,"n.轮船；蒸汽机；蒸笼
",
exhibition,I’ve never seen such an exhibition of jealousy.,我从未见过如此嫉妒的表现。,"n.展览，显示；展览会；展览品
","1. I’ve never seen such an exhibition of jealousy.
我从未见过如此嫉妒的表现。
"
premium,insurance premiums,保险费,"n.额外费用；奖金；保险费;(商)溢价
adj.高价的；优质的
","1. insurance premiums
保险费
"
sly,He leaned forward with a sly smile.,他俯身向前诡秘地一笑。,"adj.狡猾的；淘气的；诡密的
n.(Sly)人名；(英)斯莱
","1. He leaned forward with a sly smile.
他俯身向前诡秘地一笑。
"
loosen,You’ll need a spanner to loosen that bolt.,你需要扳手来拧开那个螺栓。,"v.放松；松开
n.(Loosen)人名；(德)洛森
","1. You’ll need a spanner to loosen that bolt.
你需要扳手来拧开那个螺栓。
2. The screws have loosened.
螺丝松了。
3. Harry loosened his tie.
哈里松开了领带。
"
fossil,fossils of early reptiles,早期爬行动物的化石,"n.化石；僵化的事物；顽固不化的人
adj.化石的；陈腐的，守旧的
","1. fossils of early reptiles
早期爬行动物的化石
2. Marine sponges have a long fossil record (= their development has been recorded over a long period ) .
海绵动物留下了漫长的化石记录。
"
compound,man-made organic compounds,人造有机化合物,"n.[化学] 化合物；混合物；复合词
adj.复合的；混合的
v.合成；混合；恶化，加重；和解，妥协
","1. man-made organic compounds
人造有机化合物
2. ...the big compound eyes of dragonflies.
…蜻蜓的大复眼。
"
intrude,,,"v.把…强加；把…硬挤
",
conscientious,A conscientious teacher may feel inclined to take work home.,一个认真负责的教师可能会想着把工作带回家去做。,"adj.认真的；尽责的；本着良心的；小心谨慎的
","1. A conscientious teacher may feel inclined to take work home.
一个认真负责的教师可能会想着把工作带回家去做。
2. a conscientious and hard-working student
勤勉刻苦的学生
"
imperative,It is imperative that politicians should be good communicators.,政治家应该是很好的沟通者，这很重要。,"adj.必要的，不可避免的；紧急的；命令的，专横的；势在必行的；[语]祈使的
n.必要的事；命令；需要；规则；[语]祈使语气
","1. It is imperative that politicians should be good communicators.
政治家应该是很好的沟通者，这很重要。
"
inspiration,The Malvern Hills have provided inspiration for many artists and musicians over the decades.,几十年来，莫尔文丘陵为很多艺术家和音乐家提供了灵感。,"n.灵感；鼓舞；吸气；妙计
","1. The Malvern Hills have provided inspiration for many artists and musicians over the decades.
几十年来，莫尔文丘陵为很多艺术家和音乐家提供了灵感。
2. He raised his eyes to the altar as if seeking inspiration.
他抬头看看祭坛，似乎在寻求灵感。
3. He draws inspiration from ordinary scenes.
他从日常生活中得到灵感。
4. Mary Quant’s inspiration comes from the glam style of the seventies.
玛莉·官的灵感来自70年代的魅惑风格。
5. He had a sudden flash of inspiration.
他突然灵感闪现。
6. He has always been a source of inspiration for me.
他一直是我灵感的源泉。
"
scheme,The money will be used for teacher training schemes.,这笔钱将用于教师培训计划。,"n.计划；组合；体制；诡计
v.搞阴谋；拟订计划
","1. The money will be used for teacher training schemes.
这笔钱将用于教师培训计划。
2. a pension scheme
退休金计划
3. Everyone's always scheming and plotting.
每个人时刻都在算计和谋划。
4. The bride's family were scheming to prevent a wedding.
新娘的家人在密谋阻止婚礼。
"
snow,Snow was falling heavily as we entered the village.,我们进村的时候雪下得正大。,"n.雪，积雪；下雪
v.降雪
","1. Snow was falling heavily as we entered the village.
我们进村的时候雪下得正大。
2. I could see footprints in the snow.
我看到雪地里有脚印。
3. The town was buried under three feet of snow.
小镇被三英尺厚的积雪覆盖着。
"
murmur,She replied in a low murmur.,她轻轻地柔声回答。,"n.低语；低语声；低声抱怨；潺潺声
v.低声说；私下抱怨；发出轻柔持续的声音
","1. She replied in a low murmur.
她轻轻地柔声回答。
"
homogeneous,The unemployed are not a homogeneous group.,失业者并不都是同一类人。,"adj.均匀的；[数] 齐次的；同种的；同类的，同质的
","1. The unemployed are not a homogeneous group.
失业者并不都是同一类人。
"
disturbance,There were disturbances in the crowd as fans left the stadium.,球迷离开体育场时，人群中发生了骚乱。,"n.干扰；骚乱；忧虑
","1. There were disturbances in the crowd as fans left the stadium.
球迷离开体育场时，人群中发生了骚乱。
2. army training on controlling civil disturbance
控制平民骚乱的军事训练
"
monster,the remains of a prehistoric monster,史前怪兽的遗骸,"n.怪物；巨人，巨兽；残忍的人
adj.巨大的，庞大的
","1. the remains of a prehistoric monster
史前怪兽的遗骸
2. the search for the Loch Ness Monster
对内斯湖水怪的搜寻
"
compassion,I was shocked by the doctor’s lack of compassion .,我对这个医生如此缺乏同情心感到震惊。,"n.同情；怜悯
","1. I was shocked by the doctor’s lack of compassion .
我对这个医生如此缺乏同情心感到震惊。
"
afraid,There’s no need to be afraid.,没有必要害怕。,"adj.害怕的；恐怕；担心的
","1. There’s no need to be afraid.
没有必要害怕。
"
shower,Why does the phone always ring when I’m in the shower?,为什么电话铃总是在我洗澡的时候响？,"n.淋浴；（倾泻般出现的）一阵，一大批；阵雨
v.大量地给予；把……弄湿
","1. Why does the phone always ring when I’m in the shower?
为什么电话铃总是在我洗澡的时候响？
2. I’d like to use the shower if that’s all right.
如果可以的话，我想用一下这里的淋浴。
3. The bathroom has a separate shower cubicle (= a shower in a separate part of the room ) .
卫生间里有一个独立的淋浴间。
"
northwest,the northwest suburbs of the city,城市西北部的郊区,"adj.西北的；向西北的；来自西北的
n.西北
adv.在西北；向西北；来自西北
","1. the northwest suburbs of the city
城市西北部的郊区
2. Take the narrow lane going northwest parallel with the railway line.
走那条与铁路线平行的通向西北的窄路。
"
punctual,She’s always very punctual for appointments.,她一向准时赴约。,"adj.准时的，守时的；精确的
","1. She’s always very punctual for appointments.
她一向准时赴约。
2. the punctual payment of invoices
准时结清费用清单
"
shilling,The prominent coin was called the shilling and it was a silver coin.,"那种著名的硬币名叫先令,并且它是一种银质的硬币。","n.先令
","1. The prominent coin was called the shilling and it was a silver coin.
那种著名的硬币名叫先令,并且它是一种银质的硬币。
2. We wanted this to be a twenty shilling coin but now in the market it's trading at twenty-one.
我们希望它是一个值二十先令的硬币,但现在它在市场上以二十一个先令的价值来交换。
3. Walter Scott wanted to give him a six penny piece to reward him for this service; but not finding any in his purse he presented him with a shilling saying, ""You will owe me six pence, my good fellow.
沃尔特•司各脱想奖赏给他一枚六便士的硬币,但他在钱包里找不到便士,于是他给了他一个先令,说:""你将欠我六便士,我亲爱的朋友.
"
reed,Reeds grew in clumps all along the river bank.,沿河岸长着一丛丛芦苇。,"n.[作物] 芦苇；簧片；牧笛；不可依靠的人
vt.用芦苇盖；用芦苇装饰
","1. Reeds grew in clumps all along the river bank.
沿河岸长着一丛丛芦苇。
"
prosecute,"Mrs Lynn Smith, prosecuting, said the offence took place on January 27.",控方律师林恩·史密斯夫人称案件发生于1月27日。,"v.检举；贯彻；从事；依法进行
","1. Mrs Lynn Smith, prosecuting, said the offence took place on January 27.
控方律师林恩·史密斯夫人称案件发生于1月27日。
"
erect,"an imposing town hall, erected in 1892",一座气势宏伟的市政厅，建于1892年,"v.使竖立；建造；安装
adj.竖立的；笔直的；因性刺激而勃起的
","1. an imposing town hall, erected in 1892
一座气势宏伟的市政厅，建于1892年
2. Police have erected barriers across the main roads into the town.
警察在进城的主要道路上设立了路障。
"
purify,chemicals used to purify the water,用于净化水质的化学品,"v.净化；使纯净
","1. chemicals used to purify the water
用于净化水质的化学品
"
reel,Andy reeled away from the bar and knocked over his stool.,安迪踉跄着离开吧台，把凳子都撞倒了。,"v.卷；眩晕；蹒跚地走；退缩
n.蹒跚；眩晕；旋转
","1. Andy reeled away from the bar and knocked over his stool.
安迪踉跄着离开吧台，把凳子都撞倒了。
"
fault,His worst fault is his arrogance.,他最大的缺点是傲慢。,"n.故障；[地质] 断层；错误；缺点；毛病；（网球等）发球失误
v.弄错；产生断层
","1. His worst fault is his arrogance.
他最大的缺点是傲慢。
2. I may have my faults , but ingratitude is not one of them.
我可能有我的缺点，但我决不会忘恩负义。
3. For all his faults (= in spite of his faults ) he was a good father.
尽管他有缺点，但还是个好父亲。
"
feat,A racing car is an extraordinary feat of engineering.,赛车是工程学的一项非凡业绩。,"n.功绩，壮举；技艺表演
adj.合适的；灵巧的
","1. A racing car is an extraordinary feat of engineering.
赛车是工程学的一项非凡业绩。
"
decrease,In Spain and Portugal there has been a decrease in the number of young people out of work.,在西班牙和葡萄牙，失业青年人数已经有所下降。,"n.减少，减小；减少量
v.减少，减小
","1. In Spain and Portugal there has been a decrease in the number of young people out of work.
在西班牙和葡萄牙，失业青年人数已经有所下降。
"
scold,"Do not scold the puppy, but simply and firmly say ‘no’.",不要责骂小狗，但要干脆利落地说“不”。,"v.责骂；叱责
n.责骂；爱责骂的人
","1. Do not scold the puppy, but simply and firmly say ‘no’.
不要责骂小狗，但要干脆利落地说“不”。
"
salad,Would you like some salad with your pasta?,你的意大利面要配些色拉吗？,"n.色拉；尤指莴苣
","1. Would you like some salad with your pasta?
你的意大利面要配些色拉吗？
2. a spinach salad
菠菜色拉
"
detain,Two suspects have been detained by the police for questioning .,两名嫌疑人被警方拘留审问。,"v.拘留；留住；耽搁
","1. Two suspects have been detained by the police for questioning .
两名嫌疑人被警方拘留审问。
2. She was detained in hospital with a suspected broken leg.
她因腿部疑似骨折而被留医。
"
album,a photograph album,相册,"n.相簿；唱片集；集邮簿；签名纪念册
","1. a photograph album
相册
"
loose,a loose floorboard,松动的地板,"adj.宽松的；散漫的；不牢固的；不精确的
v.释放；开船；放枪
adv.松散地
n.放纵；放任；发射
","1. a loose floorboard
松动的地板
2. This tooth feels very loose.
这颗牙感觉松动得厉害。
3. The screw has come loose (= become loose ) .
螺丝松了。
"
drought,...a country where drought and famines have killed up to two million people during the last eighteen years.,…过去18年来干旱和饥荒致死达两百万人的一个国家。,"n.干旱；缺乏
","1. ...a country where drought and famines have killed up to two million people during the last eighteen years.
…过去18年来干旱和饥荒致死达两百万人的一个国家。
"
cherish,He cherished his privacy.,他很注重自己的隐私。,"v.珍爱
","1. He cherished his privacy.
他很注重自己的隐私。
2. I cherish the memory of that day.
我珍惜那一天的回忆。
"
jug,a milk jug,牛奶罐,"n.[轻] 水壶；监牢
v.关押；放入壶中
","1. a milk jug
牛奶罐
"
bribe,The only way we could get into the country was by bribing the border officials.,我们要进入这个国家，唯一的办法是贿赂边境官员。,"v.贿赂，收买
n.贿赂
","1. The only way we could get into the country was by bribing the border officials.
我们要进入这个国家，唯一的办法是贿赂边境官员。
"
expedition,an expedition to the North Pole,北极探险,"n.远征；探险队；迅速
","1. an expedition to the North Pole
北极探险
2. another Qomolangma expedition
又一次珠穆朗玛峰探险
"
pearl,a pearl necklace,珍珠项链,"n.珍珠；珍珠色；杰出者；珍品
adj.镶珍珠的；珍珠状的
v.采珍珠；成珍珠状
","1. a pearl necklace
珍珠项链
2. {""GLOSS"":[""a necklace made of pearls""],""COLLOINEXA"":[""a string of pearls""]}
一串珍珠
3. ...tiny pearl buttons.
…珍珠般的小扣子
"
recite,She recited a poem that she had learnt at school.,她背诵了一首学校里学的诗。,"v.背诵；叙述；列举
","1. She recited a poem that she had learnt at school.
她背诵了一首学校里学的诗。
"
ambulance,the ambulance service,救护车服务,"n.[车辆][医] 救护车；战时流动医院
","1. the ambulance service
救护车服务
2. the ambulance service
你觉得我们需要叫救护车吗？
"
brick,a brick wall,砖墙,"n.砖，砖块；砖形物；心肠好的人
v.用砖砌
adj.用砖做的；似砖的
","1. a brick wall
砖墙
2. a house made of brick
砖房
3. Protesters attacked the police with stones and bricks.
抗议者用石头和砖块袭击警察。
"
sun,The sky was blue and the sun was shining.,天空蔚蓝，阳光明媚。,"n.太阳
v.使晒
","1. The sky was blue and the sun was shining.
天空蔚蓝，阳光明媚。
"
panorama,Horton looked out over a panorama of fertile valleys and gentle hills.,霍顿眺望着那一片肥沃山谷和平缓山脉的景象。,"n.全景，全貌；全景画；概论
","1. Horton looked out over a panorama of fertile valleys and gentle hills.
霍顿眺望着那一片肥沃山谷和平缓山脉的景象。
"
disgust,He reached into the bin with a look of disgust on his face.,他把手伸进垃圾箱，脸上带着厌恶的表情。,"n.厌恶，嫌恶
v.使厌恶；使作呕
","1. He reached into the bin with a look of disgust on his face.
他把手伸进垃圾箱，脸上带着厌恶的表情。
2. He disgusted many with his boorish behaviour.
他以其粗鲁的行为使许多人感到厌恶。
"
elder,a meeting of the village elders,村里长辈们的集会,"n.老人；长辈；年长者；父辈
adj.年长的；年龄较大的；资格老的
","1. a meeting of the village elders
村里长辈们的集会
2. ...his elder brother.
…他的哥哥。
"
vanity,Sabrina had none of the vanity so often associated with beautiful women.,萨布里娜没有一点漂亮女人经常会有的那种虚荣。,"n.虚荣心；空虚；浮华；无价值的东西
","1. Sabrina had none of the vanity so often associated with beautiful women.
萨布里娜没有一点漂亮女人经常会有的那种虚荣。
"
clutch,Tony fell into the clutches of an attractive American who introduced him to drugs.,托尼落入一个有魅力的美国人的掌控，那人给他介绍毒品。,"n.离合器；控制；手；紧急关头
v.攫；企图抓住
adj.没有手提带或背带的；紧要关头的
","1. Tony fell into the clutches of an attractive American who introduced him to drugs.
托尼落入一个有魅力的美国人的掌控，那人给他介绍毒品。
2. I staggered and had to clutch at a chair for support.
我踉跄了几步，不得不抓住一把椅子扶稳。
"
fearful,a shy and fearful child,一个羞涩、胆怯的小孩,"adj.可怕的；担心的；严重的
","1. a shy and fearful child
一个羞涩、胆怯的小孩
"
accent,He had a strong Irish accent,他有浓重的爱尔兰口音。,"n.口音；重音；强调；特点；重音符号
v.强调；重读；带…口音讲话
","1. He had a strong Irish accent
他有浓重的爱尔兰口音。
"
bride,Guests toasted the bride and groom with champagne.,客人们以香槟为新娘新郎敬酒。,"n.新娘；姑娘，女朋友
","1. Guests toasted the bride and groom with champagne.
客人们以香槟为新娘新郎敬酒。
"
rust,There were large patches of rust on the car.,车上有大片锈斑。,"n.锈；生锈；[植保] 锈病
v.使生锈；腐蚀
","1. There were large patches of rust on the car.
车上有大片锈斑。
"
tractor,Iron-ox is another name for tractor.,铁牛是拖拉机的别名。,"n.拖拉机；牵引机
","1. Iron-ox is another name for tractor.
铁牛是拖拉机的别名。
2. The tractor hauled the fertilizer away.
拖拉机把肥料拉走了。
3. In addition to the tractor, we have acquired a new rice transplanter.
除了拖拉机， 我们又添了一台插秧机。
"
confidential,a confidential government report,一份机密的政府报告,"adj.机密的；表示信任的；获信任的
","1. a confidential government report
一份机密的政府报告
2. Doctors are required to keep patients’ records completely confidential .
医生必须对病人的病历完全保密。
3. The information will be regarded as strictly confidential (= completely confidential ) .
这一信息将被视为绝对机密。
"
bowl,Mix all the ingredients thoroughly in a large bowl.,将所有配料放在大碗里搅拌均匀。,"n.碗；木球；大酒杯
v.玩保龄球；滑动；平稳快速移动
","1. Mix all the ingredients thoroughly in a large bowl.
将所有配料放在大碗里搅拌均匀。
2. Fill the bowl with water.
在碗里装满水。
"
rein,Cord held the reins while the stallion tugged and snorted.,当那匹牡马使劲挣扎，打着响鼻的时候，科德勒紧了缰绳。,"n.缰绳；驾驭；统治；支配
v.控制；驾驭；勒住
","1. Cord held the reins while the stallion tugged and snorted.
当那匹牡马使劲挣扎，打着响鼻的时候，科德勒紧了缰绳。
"
ethnic,The school teaches pupils from different ethnic groups.,该校教授不同种族的小学生。,"adj.种族的；人种的
","1. The school teaches pupils from different ethnic groups.
该校教授不同种族的小学生。
2. ethnic Russians in Estonia
居住在爱沙尼亚的俄罗斯人
3. plans to partition the republic along ethnic lines
按种族分割该共和国的计划
"
punish,Smacking is not an acceptable way of punishing a child.,要惩罚孩子，不应该用打的方式。,"v.惩罚；严厉对待；贪婪地吃喝
","1. Smacking is not an acceptable way of punishing a child.
要惩罚孩子，不应该用打的方式。
2. He promised to punish severely any officials found guilty of electoral fraud.
他承诺要严惩任何在选举中有欺诈行为的官员。
3. They deserve to be punished for putting passengers at risk.
他们置乘客于危险之中，理应受到惩罚。
4. I felt I was being punished for what my mother had done.
我觉得自己在为妈妈的所作所为接受惩罚。
"
descent,Passengers must fasten their seat belts prior to descent.,乘客在飞机降落之前必须系好安全带。,"n.下降；血统；袭击
vt.除去…的气味；使…失去香味
","1. Passengers must fasten their seat belts prior to descent.
乘客在飞机降落之前必须系好安全带。
"
climax,The festival reaches its climax with the traditional boat-burning ceremony.,传统的烧船仪式将节庆活动推向了高潮。,"n.高潮；顶点；层进法；极点
","1. The festival reaches its climax with the traditional boat-burning ceremony.
传统的烧船仪式将节庆活动推向了高潮。
"
sauce,spaghetti sauces,意大利面酱,"n.酱油；沙司；调味汁
v.使增加趣味；给…调味
","1. spaghetti sauces
意大利面酱
"
infinite,a woman of infinite patience,极有耐心的女子,"adj.无限的，无穷的；无数的；极大的
n.无限；[数] 无穷大；无限的东西（如空间，时间）
","1. a woman of infinite patience
极有耐心的女子
"
organic,Adding organic matter such as manure can improve the soil.,施粪肥之类的有机物能够改良土壤。,"adj.[有化] 有机的；组织的；器官的；根本的
","1. Adding organic matter such as manure can improve the soil.
施粪肥之类的有机物能够改良土壤。
2. Bacteria act on organic waste.
细菌对有机废物产生作用。
"
outdoor,a huge outdoor market,一个规模庞大的露天市场,"adj.户外的；露天的；野外的（等于out-of-door）
","1. a huge outdoor market
一个规模庞大的露天市场
2. outdoor recreational activities
户外娱乐活动
3. outdoor clothing
户外装
4. a healthy outdoor life
有益健康的户外生活
"
relish,a hot dog with mustard and relish,配芥末酱和调味汁的热狗,"n.滋味；风味；食欲；开胃小菜；含义；调味品
v.盼望;期待;享受; 品味；喜爱；给…加佐料
","1. a hot dog with mustard and relish
配芥末酱和调味汁的热狗
"
descend,Our plane started to descend.,我们的飞机开始下降。,"v.下降；下去；下来；遗传；屈尊
","1. Our plane started to descend.
我们的飞机开始下降。
2. I heard his footsteps descending the stairs.
我听到他下楼的脚步声。
"
tight,tight jeans,紧身牛仔裤,"adj.紧的；密封的；绷紧的；麻烦的；严厉的；没空的；吝啬的
adv.紧紧地；彻底地
n.(Tight)人名；(英)泰特
","1. tight jeans
紧身牛仔裤
2. My shoes were so tight that I could hardly walk.
鞋子很紧，我几乎不能走路。
3. The jacket is rather a tight fit (= it fits too tightly ) .
这件夹克衫太紧了。
"
blind,David's good looks and impeccable manners had always made her blind to his faults.,大卫俊朗的外表和完美的风度总是令她对他的缺点视而不见。,"adj.盲目的；瞎的
adv.盲目地；看不见地
n.掩饰，借口；百叶窗
v.使失明；使失去理智
","1. David's good looks and impeccable manners had always made her blind to his faults.
大卫俊朗的外表和完美的风度总是令她对他的缺点视而不见。
"
sword,,,"n.刀，剑；武力，战争
",
selfish,How can you be so selfish?,你怎能这样自私？,"adj.自私的；利己主义的
","1. How can you be so selfish?
你怎能这样自私？
2. selfish behaviour
自私的行为
"
comrade,"Comrades, please support this motion.",同志们，请支持这项动议。,"n.同志；伙伴
","1. Comrades, please support this motion.
同志们，请支持这项动议。
"
quart,"As a gift, he brought a big fish and a quart of the largest oysters I had ever seen.",他给我们带来了一条大鱼还有一夸脱海蛎子，我从来没见过那么大的海蛎子。,"n.夸脱（容量单位）；一夸脱的容器
","1. As a gift, he brought a big fish and a quart of the largest oysters I had ever seen.
他给我们带来了一条大鱼还有一夸脱海蛎子，我从来没见过那么大的海蛎子。
2. In the Civic Center Park, across from thePublic Library Building, he drank almost a quart of water and felt himselfrefreshed.
在公共图书馆对面的城市中心公园里，他喝了差不多一夸脱水，觉得自己又清醒了。
"
magistrate,She will face a local magistrate on Tuesday.,她将在星期二面见一位地方治安法官。,"n.地方法官；文职官员；治安推事
","1. She will face a local magistrate on Tuesday.
她将在星期二面见一位地方治安法官。
"
tag,His speed earned him the tag of ‘the runner’.,他的速度使他赢得了“飞人”的称号。,"n.标签；名称；结束语；附属物
v.尾随，紧随；连接；起浑名；添饰
","1. His speed earned him the tag of ‘the runner’.
他的速度使他赢得了“飞人”的称号。
"
standpoint,a discussion of marriage from the standpoint of women,从女性角度对婚姻的探讨,"n.立场；观点
","1. a discussion of marriage from the standpoint of women
从女性角度对婚姻的探讨
"
dial,The lighted dial of her watch said 1.20.,她手表上的夜光表面显示时间为1点20分。,"n.转盘；刻度盘；钟面
v.拨号
","1. The lighted dial of her watch said 1.20.
她手表上的夜光表面显示时间为1点20分。
2. She looked at the dial to check her speed.
她看了看仪表盘，以确认自己的速度。
"
prototype,,,"n.原型；标准，模范
",
corrupt,Corrupt judges have taken millions of dollars in bribes.,腐败的法官接受了几百万美元的贿赂。,"adj.腐败的，贪污的；堕落的
v.使腐烂；使堕落，使恶化
","1. Corrupt judges have taken millions of dollars in bribes.
腐败的法官接受了几百万美元的贿赂。
"
conceal,The shadows concealed her as she crept up to the house.,她借着阴影蹑手蹑脚地走向房子。,"v.隐藏；隐瞒
","1. The shadows concealed her as she crept up to the house.
她借着阴影蹑手蹑脚地走向房子。
2. The path was concealed by long grass.
小路隐藏在长长的草里。
3. a concealed weapon
藏匿的武器
"
camel,,,"n.[畜牧][脊椎] 骆驼；打捞浮筒；工作作风官僚
adj.驼色的；暗棕色的
vi.工作刻板平庸
",
wine,a glass of wine,一杯葡萄酒,"n.酒，葡萄酒；紫红色
v.喝酒
","1. a glass of wine
一杯葡萄酒
"
wind,The wind blew from the northeast.,风从东北方向吹来。,"n.风；呼吸；气味；卷绕
v.缠绕；上发条；使弯曲；吹号角；绕住或缠住某人
","1. The wind blew from the northeast.
风从东北方向吹来。
2. Planes were unable to take off because of high winds.
飞机因大风无法起飞。
"
rude,a rude remark,粗鲁的话,"adj.粗鲁的；无礼的；狂暴的；未开化的
n.(Rude)人名；(英、西、瑞典)鲁德；(法)吕德
","1. a rude remark
粗鲁的话
2. I didn’t mean to be rude, but I had to leave early.
我并不想显得无礼，但我不得不早走。
"
enclosure,the bear enclosure at the zoo,动物园中的熊园,"n.附件；围墙；围场
","1. the bear enclosure at the zoo
动物园中的熊园
"
wink,He winked an eye at his companion.,他朝同伴眨眨眼。,"v.眨眼；使眼色；闪烁
n.眨眼；使眼色；闪烁；瞬间
","1. He winked an eye at his companion.
他朝同伴眨眨眼。
"
applause,She got a round of applause (=  a short period of applause  ) when she finished.,她结束的时候获得一阵掌声。,"n.欢呼，喝采；鼓掌欢迎
","1. She got a round of applause (=  a short period of applause  ) when she finished.
她结束的时候获得一阵掌声。
"
boil,Put the spaghetti into plenty of boiling salted water.,把意大利面放入大量煮沸的盐水中。,"v.煮沸，沸腾；激动，激昂
n.沸腾，煮沸；疖子
","1. Put the spaghetti into plenty of boiling salted water.
把意大利面放入大量煮沸的盐水中。
2. We were advised to boil the water before drinking it.
有人建议我们把这水烧开后再喝。
"
porter,Our taxi pulled up at Old Delhi station and a porter sprinted to the door.,我们的出租车停在老德里车站，一个搬运工疾步跑向车门。,"n.门房；服务员；行李搬运工；守门人
","1. Our taxi pulled up at Old Delhi station and a porter sprinted to the door.
我们的出租车停在老德里车站，一个搬运工疾步跑向车门。
"
parliament,They demanded a free parliament and press.,他们要求议会自由和新闻自由。,"n.议会，国会
","1. They demanded a free parliament and press.
他们要求议会自由和新闻自由。
"
humidity,The room is kept at 72 degrees and 50% relative humidity.,房间的温度保持在72度，相对湿度50%。,"n.[气象] 湿度；湿气
","1. The room is kept at 72 degrees and 50% relative humidity.
房间的温度保持在72度，相对湿度50%。
"
tar,high tar cigarettes,高焦香烟,"n.焦油；柏油；水手
v.涂以焦油；玷污
","1. high tar cigarettes
高焦香烟
"
tan,I wish I could get a tan like that.,但愿我也能晒成那样的棕褐色肤色。,"n.（日晒后皮肤的）黝黑色；棕褐色；鞣料；马戏团
v.鞣（革）；晒成褐色
adj.黄褐色的；鞣皮的
","1. I wish I could get a tan like that.
但愿我也能晒成那样的棕褐色肤色。
"
kneel,Tom knelt down and patted the dog.,汤姆跪下来轻轻拍了拍那只狗。,"v.跪下，跪
","1. Tom knelt down and patted the dog.
汤姆跪下来轻轻拍了拍那只狗。
"
doorway,Hannah looked up to see David and another man standing in the doorway.,汉纳抬起头，看到戴维和另一个男人站在门口。,"n.门口；途径
","1. Hannah looked up to see David and another man standing in the doorway.
汉纳抬起头，看到戴维和另一个男人站在门口。
"
tiger,The trainer backed away from the enraged tiger.,驯兽师从被激怒的老虎身旁往后退。,"n.老虎；凶暴的人
","1. The trainer backed away from the enraged tiger.
驯兽师从被激怒的老虎身旁往后退。
"
respective,We all went back to our respective homes to wait for news.,我们都各自回家等待消息。,"adj.分别的，各自的
","1. We all went back to our respective homes to wait for news.
我们都各自回家等待消息。
2. the respective roles of teachers and students
教师和学生各自不同的角色
"
disposal,bomb disposal experts,拆弹专家,"n.处理；支配；清理；安排
","1. bomb disposal experts
拆弹专家
"
wardrobe,"Can you hang these in the wardrobe, please?",请你把这些衣服挂到衣橱里去好吗？,"n.衣柜；行头；全部戏装
","1. Can you hang these in the wardrobe, please?
请你把这些衣服挂到衣橱里去好吗？
"
steak,...fresh salmon steaks.,…新鲜的三文鱼排。,"n.牛排；肉排；鱼排
","1. ...fresh salmon steaks.
…新鲜的三文鱼排。
"
concede,"‘That’s the only possible solution.’ ‘Yes, I suppose so,’ Charles conceded.",“那是唯一可行的解决办法。”“对，我想是。”查尔斯承认道。,"v.承认；退让；给予，容许
","1. ‘That’s the only possible solution.’ ‘Yes, I suppose so,’ Charles conceded.
“那是唯一可行的解决办法。”“对，我想是。”查尔斯承认道。
"
edge,"Put the eggs in the centre of the dish, with the vegetables and herbs around the edge.",把鸡蛋放在盘子中间，盘边一圈放些蔬菜和香草。,"n.边缘；优势；刀刃；锋利
v.使锐利；将…开刃；给…加上边
","1. Put the eggs in the centre of the dish, with the vegetables and herbs around the edge.
把鸡蛋放在盘子中间，盘边一圈放些蔬菜和香草。
2. He stood at the water’s edge staring across the lake.
他站在水边，凝视着湖对面。
3. A leaf was on the ground, curling up at the edges.
地上有一片叶子，叶边卷曲着。
"
segregate,A large detachment of police was used to segregate the two rival camps of protesters.,一大队分遣警察被派来隔离两群敌对的抗议者。,"v.使隔离；使分离；在…实行种族隔离
","1. A large detachment of police was used to segregate the two rival camps of protesters.
一大队分遣警察被派来隔离两群敌对的抗议者。
"
heaven,He looked up towards the heavens.,他仰望苍穹。,"n.天堂；天空；极乐
","1. He looked up towards the heavens.
他仰望苍穹。
"
crisp,She kicked at the crisp leaves at her feet.,她踢着脚边松脆的树叶。,"adj.脆的；新鲜的；易碎的
v.使卷曲；使发脆
n.松脆物；油炸马铃薯片
","1. She kicked at the crisp leaves at her feet.
她踢着脚边松脆的树叶。
2. He stepped carefully through the crisp deep snow.
他小心地走在松脆的、厚厚的雪地里。
"
mathematical,mathematical analysis,数学分析,"adj.数学的，数学上的；精确的
","1. mathematical analysis
数学分析
2. the development of mathematical skills
数学技能的发展
3. a mathematical genius
数学天才
"
wipe,I'll just wipe the table.,我只擦擦桌子。,"v.擦；消除；涂上
n.擦拭；用力打
","1. I'll just wipe the table.
我只擦擦桌子。
"
typhoon,The typhoon had spent its fury.,台风的势头已经减弱了。,"n.[气象] 台风
","1. The typhoon had spent its fury.
台风的势头已经减弱了。
2. The football match have to stand over next week for the typhoon storm.
由于台风风暴，这场足球赛延期到下个星期举行。
"
nuisance,The nightclub has been declared a public nuisance.,那家夜总会已被判定为妨害公众利益。,"n.讨厌的人；损害；麻烦事；讨厌的东西
","1. The nightclub has been declared a public nuisance.
那家夜总会已被判定为妨害公众利益。
"
astonish,Her reply astonished me.,她的回答让我大吃一惊。,"v.使惊讶
","1. Her reply astonished me.
她的回答让我大吃一惊。
2. It astonished him that she had changed so little.
他很惊讶，她几乎没怎么变。
3. What astonishes me most is his complete lack of fear.
最令我吃惊的是，他什么都不怕。
"
ankle,slender ankles,纤细的脚踝,"n.踝关节，踝
","1. slender ankles
纤细的脚踝
"
