word,word_sen,word_sen_trans,trans,example
conclusion,These are the report’s main conclusions.,这些就是这篇报告的主要结论。,"n.结论；结局；推论
","1. These are the report’s main conclusions.
这些就是这篇报告的主要结论。
2. It is still too early to reach a conclusion on this point.
在这一点上作出结论还为时过早。
3. There are perhaps two main conclusions to be drawn from the above discussion.
从以上的讨论也许可以得出两个主要的结论。
4. All the evidence pointed to the conclusion that he was guilty.
所有证据都表明他是有罪的。
5. It’s important not to jump to conclusions .
决不要贸然下结论。
6. The police came to the inescapable conclusion that the children had been murdered.
警方得出了无法回避的结论: 这些儿童被谋杀了。
"
propaganda,the spreading of political propaganda,政治宣传的开展,"n.宣传；传道总会
","1. the spreading of political propaganda
政治宣传的开展
2. the government propaganda machine
政府的宣传机器
"
valley,the San Fernando Valley,圣费尔南多山谷,"n.山谷；流域；溪谷
","1. the San Fernando Valley
圣费尔南多山谷
"
foolish,I’ve never heard anything so foolish in all my life.,我这辈子从没听到过这么愚蠢的话。,"adj.愚蠢的；傻的
","1. I’ve never heard anything so foolish in all my life.
我这辈子从没听到过这么愚蠢的话。
2. It would be foolish to ignore his advice.
不听他的劝告才傻呢。
"
delegate,Officials have now been delegated to start work on a draft settlement.,官员们现已被委派开始准备一份拟定协议。,"v.委派…为代表
n.代表
","1. Officials have now been delegated to start work on a draft settlement.
官员们现已被委派开始准备一份拟定协议。
"
irrigate,The water in Lake Powell is used to irrigate the area.,包尔湖的水被用来灌溉该地区。,"v.灌溉；冲洗；使清新
","1. The water in Lake Powell is used to irrigate the area.
包尔湖的水被用来灌溉该地区。
"
blanket,The mud disappeared under a blanket of snow.,泥地在一层白雪的覆盖下消失不见了。,"n.毛毯，毯子；毯状物，覆盖层
adj.总括的，全体的；没有限制的
v.覆盖，掩盖；用毯覆盖
","1. The mud disappeared under a blanket of snow.
泥地在一层白雪的覆盖下消失不见了。
2. There's already a blanket ban on foreign unskilled labour in Japan.
日本已经有一项禁止使用外国非熟练工人的通用禁令。
"
genuine,‘Did he really?’ Her surprise seemed genuine.,“他真的这样？”她好像是真的惊讶。,"adj.真实的，真正的；诚恳的
","1. ‘Did he really?’ Her surprise seemed genuine.
“他真的这样？”她好像是真的惊讶。
"
district,a postal district,邮政区,"n.区域；地方；行政区
","1. a postal district
邮政区
"
assassinate,a plot to assassinate the President,刺杀总统的阴谋,"v.暗杀；行刺
","1. a plot to assassinate the President
刺杀总统的阴谋
"
mutter,Elsie muttered something I couldn’t catch and walked off.,埃尔茜咕哝了一句什么，我也没有听懂，她就走掉了。,"v.咕哝；喃喃自语
n.咕哝；喃喃低语
","1. Elsie muttered something I couldn’t catch and walked off.
埃尔茜咕哝了一句什么，我也没有听懂，她就走掉了。
2. ‘He’s such an unpleasant man,’ Alyssia muttered under her breath .
“他真是个讨厌的人。”阿莉西娅轻声嘟囔着。
"
fortnight,a fortnight’s holiday,十四天的假期,"n.两星期
","1. a fortnight’s holiday
十四天的假期
2. in a fortnight’s time
两周后
3. a fortnight ago
两周前
"
tackle,...fishing tackle.,…渔具。,"n.滑车；装备；用具；扭倒
v.处理；抓住；固定；与…交涉
","1. ...fishing tackle.
…渔具。
"
blush,Wilson saw she was watching him and blushed.,威尔逊看到她在注视着自己，不由得脸红了。,"v.脸红；感到惭愧
n.脸红；红色；羞愧
","1. Wilson saw she was watching him and blushed.
威尔逊看到她在注视着自己，不由得脸红了。
2. Joan blushed at the unexpected compliment.
这意外的夸奖让琼脸红了。
3. Kate blushed scarlet.
凯特满脸绯红。
"
missionary,missionary work,传教工作,"adj.传教的；传教士的
n.传教士
","1. missionary work
传教工作
2. a missionary hospital
教会医院
"
bloody,It serves you bloody well right.,你实在是活该。,"adj.血腥的；非常的；嗜杀的，残忍的；血色的
v.使流血
adv.很
","1. It serves you bloody well right.
你实在是活该。
"
ego,That promotion really boosted her ego (= made her feel better about herself ).,那次晋升确实增强了她的自信心。,"n.自我；自负；自我意识
","1. That promotion really boosted her ego (= made her feel better about herself ).
那次晋升确实增强了她的自信心。
2. I need someone to massage my bruised ego (= when you feel less confident than before ).
我需要有人来安抚我受挫的自信心。
3. a fragile ego
脆弱的自尊心
"
indicative,His action is indicative of growing concern about the shortage of skilled labour.,他的行为显示对于熟练工人短缺现象的日益关注。,"adj.象征的；指示的；表示…的
n.陈述语气；陈述语气的动词形式
","1. His action is indicative of growing concern about the shortage of skilled labour.
他的行为显示对于熟练工人短缺现象的日益关注。
"
courage,Sue showed great courage throughout her illness.,休在生病期间表现出了极大的勇气。,"n.勇气；胆量
","1. Sue showed great courage throughout her illness.
休在生病期间表现出了极大的勇气。
2. Driving again after his accident must have taken a lot of courage (= needed courage ) .
他出事故后再驾车肯定需要很大的勇气。
"
beach,a sandy beach,沙滩,"n.海滩；湖滨
v.将…拖上岸
","1. a sandy beach
沙滩
2. surfers on the beach
沙滩上的冲浪者
"
egg,Blackbirds lay their eggs in March.,乌鸫在3月产蛋。,"n.蛋；卵子；家伙；鸡蛋
v.煽动；怂恿
","1. Blackbirds lay their eggs in March.
乌鸫在3月产蛋。
2. an ostrich egg
鸵鸟蛋
3. The eggs hatch (= break open to allow the baby out ) in 26 days.
这些蛋要26天才能孵化。
"
skin,She had thick black hair and smooth dark skin.,她一头浓密的黑发，皮肤黝黑光滑。,"n.皮肤；外皮
v.剥皮
","1. She had thick black hair and smooth dark skin.
她一头浓密的黑发，皮肤黝黑光滑。
2. The skin on his hands was dry and rough.
他手上的皮肤干燥粗糙。
"
skim,Julie skimmed the sports page.,朱莉浏览了体育版。,"v.略读；撇去…的浮物；从…表面飞掠而过；去除；（为逃税而）隐瞒（部分收入）
n.撇；撇去的东西；表层物；瞒报所得的收入
adj.脱脂的；撇去浮沫的；表层的
","1. Julie skimmed the sports page.
朱莉浏览了体育版。
"
semiconductor,In semiconductor receivers transistors take the place of vacuum tubes.,在半导体收音机中晶体管代替了真空管。,"n.[电子][物] 半导体
","1. In semiconductor receivers transistors take the place of vacuum tubes.
在半导体收音机中晶体管代替了真空管。
2. What was happening was this: in its pure state of repeating units of one titanium and two oxygen atoms, titanium dioxide is a semiconductor.
发生的事是这样的：在纯净的一个钛和两个氧原子组成的重复单位下，二氧化钛是一种半导体。
3. They can then be printed onto a roll of metal foil that becomes a continuous semiconductor.
然后他们可以把这种墨水印刷在一卷金属箔上，从而制成连续的半导体。
"
commute,Baldry’s 20-year prison sentence was commuted to three years.,鲍德里二十年的刑期被减至三年。,"v.（搭乘车、船等）通勤；代偿
n.通勤（口语）
","1. Baldry’s 20-year prison sentence was commuted to three years.
鲍德里二十年的刑期被减至三年。
2. The average Los Angeles commute is over 60 miles a day.
洛杉矶平均通勤路程每天超过60英里。
"
splendid,a splendid idea,很妙的主意,"adj.辉煌的；灿烂的；极好的；杰出的
","1. a splendid idea
很妙的主意
2. a splendid opportunity
绝佳的机会
3. The staff are doing a splendid job.
员工们干得非常棒。
"
contradiction,apparent contradictions in the defendant’s testimony,被告证词中的明显矛盾,"n.矛盾；否认；反驳
","1. apparent contradictions in the defendant’s testimony
被告证词中的明显矛盾
"
temptation,Resist the temptation to buy the item until you’re certain you need it.,要抵挡住购买的诱惑，除非你确有需要。,"n.引诱；诱惑物
","1. Resist the temptation to buy the item until you’re certain you need it.
要抵挡住购买的诱惑，除非你确有需要。
2. I finally gave in to the temptation and had a cigarette.
我最终还是屈从诱惑，抽了一支烟。
"
coward,Try it. Don’t be such a coward.,试一下，别那么胆小。,"n.懦夫，懦弱的人
adj.胆小的，懦怯的
","1. Try it. Don’t be such a coward.
试一下，别那么胆小。
"
yell,‘Help me!’ she yelled hysterically.,“救救我！”她歇斯底里地大叫。,"v.大叫，叫喊
n.喊声，叫声
","1. ‘Help me!’ she yelled hysterically.
“救救我！”她歇斯底里地大叫。
2. I yelled out, ‘Here I am!’
我大声喊道:“我在这儿！”
3. The crowd are on their feet yelling.
观众站着高声呐喊。
4. He could hear Pete yelling at the top of his voice (= very loudly ).
他听到皮特声嘶力竭地在喊叫。
"
fountain,He was a fountain of information on Asian affairs.,他是亚洲事务的信息源。,"n.喷泉，泉水；源泉
","1. He was a fountain of information on Asian affairs.
他是亚洲事务的信息源。
"
obstruction,John was irritated by drivers parking near his house and causing an obstruction.,约翰被众司机在他房子附近停车而造成阻塞所激怒。,"n.障碍；阻碍；妨碍
","1. John was irritated by drivers parking near his house and causing an obstruction.
约翰被众司机在他房子附近停车而造成阻塞所激怒。
"
redundant,Seventy factory workers were made redundant in the resulting cuts.,在继而发生的裁员中，70名工厂工人被解雇。,"adj.多余的，过剩的；被解雇的，失业的；冗长的，累赘的
","1. Seventy factory workers were made redundant in the resulting cuts.
在继而发生的裁员中，70名工厂工人被解雇。
"
veil,She lifted her veil with both hands.,她用双手揭开面纱。,"n.面纱；面罩；遮蔽物；托词
v.遮蔽；掩饰；以面纱遮掩；用帷幕分隔
","1. She lifted her veil with both hands.
她用双手揭开面纱。
2. a bridal veil
新娘的面纱
"
skeleton,We agreed on a skeleton outline of the proposal.,我们给提案商定了一个基本框架。,"n.骨架，骨骼；纲要；骨瘦如柴的人
adj.骨骼的；骨瘦如柴的；概略的
","1. We agreed on a skeleton outline of the proposal.
我们给提案商定了一个基本框架。
"
quench,We stopped at a small bar to quench our thirst.,我们在一家小酒吧停下来喝点东西解渴。,"v.熄灭，[机] 淬火；解渴；结束；冷浸
","1. We stopped at a small bar to quench our thirst.
我们在一家小酒吧停下来喝点东西解渴。
"
vein,the pulmonary vein,肺静脉,"n.血管；叶脉；[地质] 岩脉；纹理；翅脉；性情
v.使成脉络；象脉络般分布于
","1. the pulmonary vein
肺静脉
2. She felt the blood racing through her veins as they kissed.
他们接吻时她觉得热血沸腾。
"
quota,The government has decided to scrap quotas on car imports.,政府决定取消汽车进口配额。,"n.配额；定额；限额
","1. The government has decided to scrap quotas on car imports.
政府决定取消汽车进口配额。
2. There are plans to introduce strict immigration quotas.
有计划要推行严格的移民限额制度。
"
intelligible,The language of Darwin was intelligible to experts and non-experts alike.,达尔文的语言对专家和平常人来说都容易理解。,"adj.可理解的；明了的；仅能用智力了解的
","1. The language of Darwin was intelligible to experts and non-experts alike.
达尔文的语言对专家和平常人来说都容易理解。
"
blow,"Joe resigned, which was a severe blow because we needed him desperately.",乔辞职了，这是一个巨大的打击，因为我们非常需要他。,"n.吹；打击；殴打
v.风吹；喘气
","1. Joe resigned, which was a severe blow because we needed him desperately.
乔辞职了，这是一个巨大的打击，因为我们非常需要他。
2. His mother’s death was a shattering blow .
他母亲的死是一个沉重的打击。
3. The election result dealt a further blow to the party.
竞选结果进一步打击了这个政党。
4. The factory closures came as a blow to the local economy.
工厂关闭是对当地经济的一个打击。
5. The final blow for many firms was the government’s abolition of import duties.
对于许多公司来说，政府取消进口税是最后致命的一击。
"
flatter,Perry would always flatter Mrs. Mitchell by praising her cooking.,佩里常常奉承米切尔太太，称赞她的烹调手艺。,"v.奉承；谄媚；使高兴
","1. Perry would always flatter Mrs. Mitchell by praising her cooking.
佩里常常奉承米切尔太太，称赞她的烹调手艺。
"
decimal,changing to a decimal system,改为十进制,"adj.小数的；十进位的
n.小数
","1. changing to a decimal system
改为十进制
2. calculations accurate to three decimal places
精确到小数点后三位的计算
"
diagnose,How did they diagnose you?,他们怎么给你的诊断的？,"v.诊断；断定
","1. How did they diagnose you?
他们怎么给你的诊断的？
2. What tools do you need to help you diagnose the problem, and where do you get them?
您需要什么工具来帮助您诊断问题，可以从哪里获得这些工具？
3. Evidently this springs from some defect in their nature, but it is one not altogether easy either to diagnose of to cure.
这种情形显然源于他们本性上的某种缺陷，但是这种缺陷既不容易诊断也不容易治疗。
"
vinegar,The  sugared  vinegar is  refined from the sugarcane and  pine.,加糖的醋是从甘蔗和松木中精炼出来的.,"n.醋
","1. The  sugared  vinegar is  refined from the sugarcane and  pine.
加糖的醋是从甘蔗和松木中精炼出来的.
2. To make the red-wine vinaigrette, whisk together the oil, vinegar and mustard in a medium bowl until well combined.
制作红酒醋油沙司，将油、醋和芥末放在一个中等大小的碗里一起搅拌，直到混合均匀。
3. In cooking, vinegar can be used alone or to add flavor without calories to our food, but what will it do if we use it on our hair?
在烹饪中，醋可以单独食用，也可以用作食物调味料不附加任何卡路里，但如果我们把它涂抹到头发上呢？
"
infect,"People with the virus may feel perfectly well, but they can still infect others.",带有这种病毒的人可能毫无症状，却仍可能传染他人。,"v.感染，传染
","1. People with the virus may feel perfectly well, but they can still infect others.
带有这种病毒的人可能毫无症状，却仍可能传染他人。
"
costume,the film’s lavish costumes and spectacular sets,影片中奢华的戏装和壮观的场景,"n.服装，装束；戏装，剧装
v.给…穿上服装
","1. the film’s lavish costumes and spectacular sets
影片中奢华的戏装和壮观的场景
2. Hallowe’en costumes
万圣节前夕化装服
"
thief,"Thieves broke into the offices and stole $150,000’s worth of computer equipment.",小偷破门进入办公室，偷走了价值15万美元的电脑设备。,"n.小偷，贼
","1. Thieves broke into the offices and stole $150,000’s worth of computer equipment.
小偷破门进入办公室，偷走了价值15万美元的电脑设备。
2. They were nothing but petty thieves (= thieves who steal small things ) .
他们只不过是小毛贼。
"
turkey,roast turkey,烤火鸡,"n.火鸡；笨蛋；失败之作
","1. roast turkey
烤火鸡
"
maneuver,,,"n.[军] 机动；演习；策略；调遣
v.[军] 机动；演习；调遣；用计谋
",
mist,We could just see the outline of the house through the mist.,薄雾中我们只能看到房子的轮廓。,"n.薄雾；视线模糊不清；模糊不清之物
v.下雾；变模糊
","1. We could just see the outline of the house through the mist.
薄雾中我们只能看到房子的轮廓。
2. He vanished into the mist.
他消失在雾中。
3. The hills were shrouded in mist (= covered in mist, so that you could not see them ) .
山峦笼罩在雾霭之中。
4. The mist came down off the mountains.
雾从山上飘下来。
5. The mists rolled in off the sea (= came on to the land from the sea ) .
雾气从海上涌来。
"
arch,"When she passed under the arch leading out of the park, Mira whooped with delight.",从通向公园外的拱门下走过时，米拉高兴地喊叫起来。,"n.弓形，拱形；拱门
adj.主要的
v.使…弯成弓形；用拱连接
","1. When she passed under the arch leading out of the park, Mira whooped with delight.
从通向公园外的拱门下走过时，米拉高兴地喊叫起来。
"
shipment,The goods are ready for shipment.,货物已经准备好装运。,"n.装货；装载的货物
","1. The goods are ready for shipment.
货物已经准备好装运。
"
bleak,a bleak January afternoon,一月里一个阴冷的下午,"adj.阴冷的；荒凉的，无遮蔽的；黯淡的，无希望的；冷酷的；单调的
","1. a bleak January afternoon
一月里一个阴冷的下午
2. The landscape was bleak.
景色一片凄凉。
"
oven,Preheat the oven to 200 degrees C.,把烤箱预热至200摄氏度。,"n.炉，灶；烤炉，烤箱
","1. Preheat the oven to 200 degrees C.
把烤箱预热至200摄氏度。
2. Press the mixture onto the bread and bake in a hot oven for ten minutes.
把混合料抹在面包上，然后在烤箱内高温烘烤10分钟。
"
hypocrisy,"It would be sheer hypocrisy to pray for success, since I’ve never believed in God.",我从不相信上帝，因此为获成功而祈祷是纯粹的虚伪之举。,"n.虚伪；伪善
","1. It would be sheer hypocrisy to pray for success, since I’ve never believed in God.
我从不相信上帝，因此为获成功而祈祷是纯粹的虚伪之举。
"
discharge,Hospitals now tend to discharge patients earlier than in the past.,与过去相比，现在医院更趋向于让病人早些出院。,"v.解雇；卸下；放出；免除
n.排放；卸货；解雇
","1. Hospitals now tend to discharge patients earlier than in the past.
与过去相比，现在医院更趋向于让病人早些出院。
"
trifle,There’s no point in arguing over trifles.,为琐事争吵毫无意义。,"n.琐事；蛋糕；少量
v.开玩笑；闲混；嘲弄
","1. There’s no point in arguing over trifles.
为琐事争吵毫无意义。
"
circumference,...a scientist calculating the Earth's circumference.,…一位正在计算地球周长的科学家。,"n.圆周；周长；胸围
","1. ...a scientist calculating the Earth's circumference.
…一位正在计算地球周长的科学家。
"
clone,,,"n.克隆；无性系；无性繁殖；靠营养生殖而由母体分离繁殖的植物
v.无性繁殖，复制
",
graze,"I fell on the gravel, severely grazing my knee.",我摔倒在砾石路上，膝盖擦伤得很严重。,"v.放牧；擦伤
n.放牧；轻擦
","1. I fell on the gravel, severely grazing my knee.
我摔倒在砾石路上，膝盖擦伤得很严重。
"
basement,They bought an old schoolhouse to live in and built a workshop in the basement.,他们买了座旧校舍居住，还在地下室建了个作坊。,"n.地下室；地窖
","1. They bought an old schoolhouse to live in and built a workshop in the basement.
他们买了座旧校舍居住，还在地下室建了个作坊。
"
comparable,A car of comparable size would cost far more abroad.,同样大小的汽车在国外要贵得多。,"adj.可比较的；比得上的
","1. A car of comparable size would cost far more abroad.
同样大小的汽车在国外要贵得多。
"
february,He joined the Army in February 1943.,他1943年2月参军。,"n.二月
","1. He joined the Army in February 1943.
他1943年2月参军。
2. His exhibition opens on February 5.
他的展览2月5日开幕。
"
voltage,The systems are getting smaller and using lower voltages.,这些系统正变得更小而且使用更低的电压。,"n.[电] 电压
","1. The systems are getting smaller and using lower voltages.
这些系统正变得更小而且使用更低的电压。
"
instrumental,...a CD of vocal and instrumental music.,…一张声乐和器乐光盘。,"adj.乐器的；有帮助的；仪器的，器械的
n.器乐曲；工具字，工具格
","1. ...a CD of vocal and instrumental music.
…一张声乐和器乐光盘。
"
fist,She held the money tightly in her fist.,她把钱紧紧地攥在手中。,"n.拳，拳头；〈口〉笔迹；掌握；[印]指标参见号
vt.紧握；握成拳；用拳打
","1. She held the money tightly in her fist.
她把钱紧紧地攥在手中。
2. Malcolm clenched his fist (= held his fist very tightly closed ) angrily.
马尔科姆愤怒地握紧拳头。
3. Dooley stood up and shook his fist in her face.
杜利站起身，在她眼前挥舞着拳头。
4. Varney slammed his fist down onto the table so hard the dishes jumped.
瓦尼一拳砸在桌子上，盘子都给震了起来。
"
carrot,grated carrots,磨碎的胡萝卜,"n.胡萝卜
","1. grated carrots
磨碎的胡萝卜
2. carrot juice
胡萝卜汁
"
screw,"""Yes, I know that,"" Kelly said, screwing the silencer onto the pistol.",“是的，我知道那事。”凯利一边把消音器拧到手枪上一边说道。,"v.旋，拧；压榨；强迫
n.螺旋；螺丝钉；吝啬鬼
","1. ""Yes, I know that,"" Kelly said, screwing the silencer onto the pistol.
“是的，我知道那事。”凯利一边把消音器拧到手枪上一边说道。
"
thigh,chicken thighs,鸡腿,"n.大腿，股
","1. chicken thighs
鸡腿
"
horrible,The weather has been really horrible all week.,整个星期天气都很糟。,"adj.可怕的；极讨厌的
","1. The weather has been really horrible all week.
整个星期天气都很糟。
2. a horrible smell
极难闻的气味
3. The food looked horrible, but it tasted OK.
那食物看上去很糟，可吃起来还不错。
"
oil,a rise in the price of oil,石油价格的上涨,"n.油；石油；油画颜料
v.加油；涂油；使融化
","1. a rise in the price of oil
石油价格的上涨
2. the importance of protecting our oil supplies
保护我们石油供应的重要性
3. an oil refinery
炼油厂
"
missile,a nuclear missile,核导弹,"n.导弹；投射物
adj.导弹的；可投掷的；用以发射导弹的
","1. a nuclear missile
核导弹
2. a missile attack
导弹袭击
"
refund,"I took the radio back, and they refunded my money .",我把收音机送回去，他们给我退了款。,"v.退还；偿还，归还
n.退款；偿还，偿还额
","1. I took the radio back, and they refunded my money .
我把收音机送回去，他们给我退了款。
"
wet,I’ve washed your shirt but it’s still wet.,我把你的衬衫洗过了，不过现在还是湿的。,"adj.[气象][物] 潮湿的；有雨的
n.雨天；湿气
v.弄湿
","1. I’ve washed your shirt but it’s still wet.
我把你的衬衫洗过了，不过现在还是湿的。
2. wet grass
湿草地
3. The man in the boat was wet through (= completely wet ).
船上的那人浑身湿透。
"
sane,He seems perfectly sane (= completely sane ) to me.,在我看来他神志完全正常。,"adj.健全的；理智的；[临床] 神志正常的
n.(Sane)人名；(日)实(姓)；(日)实(名)；(芬、塞、冈、几比、塞内)萨内
","1. He seems perfectly sane (= completely sane ) to me.
在我看来他神志完全正常。
2. No sane person would want to kill a baby.
神志正常的人不会去杀一个婴儿。
"
sand,a mixture of sand and cement,沙和水泥的混合物,"n.沙；沙地；沙洲；沙滩；沙子
v.撒沙于；以沙掩盖；用砂纸等擦平或磨光某物；使撒沙似地布满；给…掺沙子
","1. a mixture of sand and cement
沙和水泥的混合物
2. I have sand in my shoe.
我的鞋里有沙子。
"
stair,We walked up four flights of stairs (= sets of stairs ) .,我们往上走了四段楼梯。,"n.楼梯，阶梯；梯级
","1. We walked up four flights of stairs (= sets of stairs ) .
我们往上走了四段楼梯。
"
vapour,water vapour,水蒸气,"n.蒸气（等于vapor）；水蒸气
","1. water vapour
水蒸气
"
unify,Strong support for the war has unified the nation.,对战争的坚决支持使这个国家团结了起来。,"v.统一；使相同，使一致
","1. Strong support for the war has unified the nation.
对战争的坚决支持使这个国家团结了起来。
2. His music unifies traditional and modern themes.
他的音乐结合了传统和现代的主题。
"
inland,"The next day, we drove inland.",第二天，我们乘车开往内陆。,"n.内地；内陆
adj.内陆的；内地的；国内的
adv.在内地；向内地；向内陆；在内陆
","1. The next day, we drove inland.
第二天，我们乘车开往内陆。
2. We beached the boat and headed inland.
我们想使船靠岸，朝内陆方向驶去。
3. In 1985 a glacier buried this shore; since then the ice has retreated a half mile inland.
1985年，一座冰川在海滨融化，自那时起冰川已经向内陆退缩了半英里。
"
hydrogen,Water contains hydrogen and oxygen.,水含有氢和氧。,"n.[化学] 氢
","1. Water contains hydrogen and oxygen.
水含有氢和氧。
2. Water can be reduced to oxygen and hydrogen by electrolysis.
水通过电解可以分解为氧和氢。
3. The first bubbles to escape from the liquid are a mixture of air and hydrogen.
从该液体中最先逸出的气泡是空气和氢的混合物。
"
clever,a clever man,聪明的人,"adj.聪明的；机灵的；熟练的
","1. a clever man
聪明的人
"
breed,Eagles breed during the cooler months of the year.,鹰在一年中较凉爽的季节交配繁殖。,"v.繁殖；饲养；产生
n.[生物] 品种；种类，类型
","1. Eagles breed during the cooler months of the year.
鹰在一年中较凉爽的季节交配繁殖。
"
invariably,It invariably rains when I go there.,我每次去那儿都下雨。,"adv.总是；不变地；一定地
","1. It invariably rains when I go there.
我每次去那儿都下雨。
2. The security guards were invariably ex-servicemen.
保安人员毫无例外地都是退伍军人。
"
lecture,...a series of lectures by Professor Eric Robinson.,…埃里克·鲁滨逊教授的系列讲座。,"n.演讲；讲稿；教训
v.演讲；训诫
","1. ...a series of lectures by Professor Eric Robinson.
…埃里克·鲁滨逊教授的系列讲座。
"
stall,a market stall,市场摊位,"n.货摊；畜栏；托辞
v.停止，停转；拖延
","1. a market stall
市场摊位
"
snowstorm,The snowstorm added to our difficulties.,暴风雪增加了我们的困难。,"n.暴风雪；雪暴
","1. The snowstorm added to our difficulties.
暴风雪增加了我们的困难。
2. From beneath, it was at times like gazing into a snowstorm. It was hard not to think of souls.
从下面往上看时，就像在暴风雪中抬头看到的一样，让人不禁想起了逝去的那些亡灵。
3. I step outside the house and nothing can stop me—the late season snowstorm, the puddle of standing water at the bottom of my porch steps that will never evaporate, the mud and muck this season brings.
我踏出家门，没有任何事情能阻挡我——深冬季节的暴风雪、我家门廊台阶上那永远挥散不去的雨水坑，还有这个季节带来的烂泥和污秽。
"
boundary,National boundaries are becoming increasingly meaningless in the global economy.,在全球经济中，国界已经变得越来越没有意义。,"n.边界；范围；分界线
","1. National boundaries are becoming increasingly meaningless in the global economy.
在全球经济中，国界已经变得越来越没有意义。
2. We would need their agreement to build outside the city boundary .
我们在市界以外的地方建房需要他们批准。
3. The stream curves round to mark the boundary of his property.
小河打了个弯，为他这块地划出了边界。
4. Anything that crosses the boundary of a black hole cannot get back.
任何物质只要跨越黑洞的界线就再也无法出来。
5. We walked through the churchyard towards the boundary wall .
我们穿过教堂墓地，向院墙走去。
6. The property’s boundary line is 25 feet from the back of the house.
这块地产的边界线在屋后25英尺的地方。
7. boundary disputes between neighbouring countries
邻国之间的边界争端
"
negro,"Slavery was “an unqualified evil to the negro, the white man, and the State,” said Abraham Lincoln in the 1850s.",奴隶制，“对于黑人、白人与合众国来说都是一种彻底的邪恶，”1850年林肯如此说道。,"n.黑人
adj.黑人的
","1. Slavery was “an unqualified evil to the negro, the white man, and the State,” said Abraham Lincoln in the 1850s.
奴隶制，“对于黑人、白人与合众国来说都是一种彻底的邪恶，”1850年林肯如此说道。
"
pause,There was a pause while Alice changed the tape.,艾丽斯换磁带的时候出现了短暂的停顿。,"n.暂停；间歇
v.暂停，停顿，中止；踌躇
","1. There was a pause while Alice changed the tape.
艾丽斯换磁带的时候出现了短暂的停顿。
2. After a long pause , she went on.
停了好一会儿，她才继续下去。
"
poll,A recent poll found that 80% of Californians support the governor.,最近的一项民意调查发现80%的加利福尼亚人支持州长。,"n.投票；民意测验；投票数；投票所
v.投票；剪短；对…进行民意测验；获得选票
adj.无角的；剪过毛的；修过枝的
","1. A recent poll found that 80% of Californians support the governor.
最近的一项民意调查发现80%的加利福尼亚人支持州长。
2. Polls indicate that education is the top issue with voters.
民意调查显示，教育是选民心中的头等大事。
3. Labour is ahead in the polls.
工党在民意调查中处于领先地位。
4. The latest public opinion poll showed that 25% of us consider ourselves superstitious.
最新的民意调查显示我们中有25%的人认为自己迷信。
"
pole,a telephone pole,电话线杆,"n.杆；极点；电极
v.用竿支撑
","1. a telephone pole
电话线杆
"
troublesome,a troublesome child,烦人的孩子,"adj.麻烦的；讨厌的；使人苦恼的
","1. a troublesome child
烦人的孩子
2. troublesome itching
难受的痒
"
oval,...the small oval framed picture of a little boy.,…一个小男孩的镶在椭圆形框架里的小幅照片。,"adj.椭圆的；卵形的
n.椭圆形；卵形
","1. ...the small oval framed picture of a little boy.
…一个小男孩的镶在椭圆形框架里的小幅照片。
"
sting,She felt the sting of tears in her eyes.,她感觉泪水刺痛了眼睛。,"n.刺痛；讽刺，刺激；刺毛
v.刺；驱使；使…苦恼；使…疼痛
","1. She felt the sting of tears in her eyes.
她感觉泪水刺痛了眼睛。
"
handicap,Not speaking the language is a real handicap.,不会讲这种语言的确是一个障碍。,"n.障碍；不利条件，不利的因素
v.妨碍，阻碍；使不利
","1. Not speaking the language is a real handicap.
不会讲这种语言的确是一个障碍。
"
apology,"Edward can’t be here today, but he sends his apologies .",爱德华今天来不了，他向大家表示歉意。,"n.道歉；谢罪；辩护；勉强的替代物
","1. Edward can’t be here today, but he sends his apologies .
爱德华今天来不了，他向大家表示歉意。
"
portrait,a family portrait,全家福,"n.肖像；描写；半身雕塑像
","1. a family portrait
全家福
2. She’s been commissioned to paint Jackson’s portrait .
她已受托为杰克逊画肖像。
"
compress,"Light silk is best for parachutes, as it compresses well and then expands rapidly.",轻质丝绸最适合制作降落伞，因为这种面料便于压缩，而且展开迅速。,"v.受压缩小
","1. Light silk is best for parachutes, as it compresses well and then expands rapidly.
轻质丝绸最适合制作降落伞，因为这种面料便于压缩，而且展开迅速。
2. Isobel nodded, her lips compressed.
伊索贝尔紧闭着双唇点了点头。
3. The miners used rock drills and compressed air to drive through hard rock.
矿工使用钻岩机和压缩空气来凿穿坚硬的岩石。
"
cough,He’s got a bad cough.,他咳嗽得很厉害。,"n.咳嗽，咳嗽声；咳嗽病
v.咳出
","1. He’s got a bad cough.
他咳嗽得很厉害。
2. Symptoms include a sore throat and dry cough.
症状是喉咙痛和干咳。
3. cough medicine
止咳药
"
recede,"Just as I started to think that I was never going to get well, the illness began to recede.",就在我开始认为我将永远不会好起来的时候，我的病开始好转。,"v.后退；减弱
","1. Just as I started to think that I was never going to get well, the illness began to recede.
就在我开始认为我将永远不会好起来的时候，我的病开始好转。
"
neat,neat handwriting,工整的笔迹,"adj.灵巧的；整洁的；优雅的；齐整的；未搀水的；平滑的
","1. neat handwriting
工整的笔迹
2. His clothes were always neat and clean.
他的衣服总是很整洁。
3. Everything in the house was neat and tidy.
房子里的每样物品都干净整齐。
4. She arranged the books in a nice neat pile.
她把书摞成整齐的一堆。
"
