word,word_sen,word_sen_trans,trans,example
virtual,The website allows you to take a virtual tour of the art gallery.,这个网站可让你对美术馆作一番虚拟参观。,"adj.[计] 虚拟的；实质上的，事实上的（但未在名义上或正式获承认）
","1. The website allows you to take a virtual tour of the art gallery.
这个网站可让你对美术馆作一番虚拟参观。
2. constructing virtual worlds
构筑虚拟世界
"
preceding,"As we saw in the preceding chapter, groups can be powerful agents of socialization.",如我们在前一章所见，团组可以是社会化的有力动因。,"adj.在前的；前述的
v.在之前（precede的ing形式）
","1. As we saw in the preceding chapter, groups can be powerful agents of socialization.
如我们在前一章所见，团组可以是社会化的有力动因。
"
dangerous,laws about dangerous dogs,有关危险犬类的法律,"adj.危险的
","1. laws about dangerous dogs
有关危险犬类的法律
2. Some of these prisoners are extremely dangerous.
这些囚犯中有些极为危险。
3. The powdered milk was not as good as breast milk, and was downright dangerous (= actually dangerous ) when it was mixed with unclean water.
奶粉没有母乳好，用不洁净的水冲调更会造成危险。
"
stroll,,,"n.漫步；闲逛；巡回演出
v.散步；闲逛；巡回演出
",
carve,carved wooden chairs,木雕椅子,"v.雕刻；切开；开创
n.(Carve)人名；(西、瑞典)卡韦
","1. carved wooden chairs
木雕椅子
"
vocation,Her vocation is her work as an actress.,她适合的职业就是当演员。,"n.职业；天职；天命；神召
","1. Her vocation is her work as an actress.
她适合的职业就是当演员。
"
loyal,a loyal supporter of the team,球队的忠实支持者,"adj.忠诚的，忠心的；忠贞的
n.效忠的臣民；忠实信徒
","1. a loyal supporter of the team
球队的忠实支持者
2. her many years of loyal service to the company
她在公司多年的忠诚服务
3. loyal customers
忠实客户
"
depth,Astronomers may one day travel to the depths of space.,天文学家也许有一天可以到太空深处去。,"n.[海洋] 深度；深奥
","1. Astronomers may one day travel to the depths of space.
天文学家也许有一天可以到太空深处去。
"
discourage,Aspirin may discourage tumour growth in some types of cancer.,阿司匹林可能遏制某些恶性肿瘤的生长。,"v.阻止；使气馁
","1. Aspirin may discourage tumour growth in some types of cancer.
阿司匹林可能遏制某些恶性肿瘤的生长。
"
intricate,intricate patterns,繁复的图案,"adj.复杂的；错综的，缠结的
","1. intricate patterns
繁复的图案
"
motivate,Was he motivated solely by a desire for power?,他只是受到权欲的驱使吗？,"v.刺激；使有动机；激发…的积极性
","1. Was he motivated solely by a desire for power?
他只是受到权欲的驱使吗？
"
rigorous,a rigorous analysis of defence needs,对国防需求的缜密分析,"adj.严格的，严厉的；严密的；严酷的
","1. a rigorous analysis of defence needs
对国防需求的缜密分析
2. the rigorous standards required by the college
大学规定的严格标准
"
bachelor,"Gerald was 38, and a confirmed bachelor (=  a man who has decided that he will never marry  ) .",杰拉德38岁，抱定主意独身。,"n.学士；单身汉；（尚未交配的）小雄兽
","1. Gerald was 38, and a confirmed bachelor (=  a man who has decided that he will never marry  ) .
杰拉德38岁，抱定主意独身。
2. The Crown Prince was Japan’s most eligible bachelor (=  a rich young man who has not yet married  ) .
皇太子是日本最理想的适婚男子。
"
taxi,The plane taxied to a halt.,飞机滑行一段距离后停下来。,"v.乘出租车；滑行
n.出租汽车
","1. The plane taxied to a halt.
飞机滑行一段距离后停下来。
"
inhabitant,a city of six million inhabitants,有600万居民的城市,"n.居民；居住者
","1. a city of six million inhabitants
有600万居民的城市
"
parachute,a parachute jump,跳伞,"n.降落伞
v.跳伞
","1. a parachute jump
跳伞
"
battle,the Battle of Trafalgar,特拉法尔加战役,"n.战役；斗争
v.斗争；作战
","1. the Battle of Trafalgar
特拉法尔加战役
2. a pitched battle (=  a long and serious battle  ) between police and drug gangs
警方和贩毒团伙之间的一场激战
"
dental,"Good oral hygiene and regular dental care are important, whatever your age.",无论年龄大小，良好的口腔卫生和定期的牙齿保健都非常重要。,"adj.牙科的；牙齿的，牙的
n.齿音
","1. Good oral hygiene and regular dental care are important, whatever your age.
无论年龄大小，良好的口腔卫生和定期的牙齿保健都非常重要。
"
fabric,our new range of fabrics and wallpapers,我们新的织物和墙纸系列,"n.织物；布；组织；构造；建筑物
","1. our new range of fabrics and wallpapers
我们新的织物和墙纸系列
"
bait,He baited his hook with pie.,他把馅饼放在钓钩上作饵。,"v.引诱；在…中放诱饵；折磨
n.饵；诱饵
","1. He baited his hook with pie.
他把馅饼放在钓钩上作饵。
"
logical,"It’s a logical site for a new supermarket, with the housing development nearby.",附近有住宅区，新的超级市场选址在此是合情合理的。,"adj.合逻辑的，合理的；逻辑学的
","1. It’s a logical site for a new supermarket, with the housing development nearby.
附近有住宅区，新的超级市场选址在此是合情合理的。
2. a logical conclusion
合理的结论
"
straightforward,This area of law is far from straightforward (= complicated ) .,法律的这个领域很复杂。,"adj.简单的；坦率的；明确的；径直的
adv.直截了当地；坦率地
","1. This area of law is far from straightforward (= complicated ) .
法律的这个领域很复杂。
"
prison,He visits his dad in prison every week.,他每周都去探望狱中的父亲。,"n.监狱；监禁；拘留所
vt.监禁，关押
","1. He visits his dad in prison every week.
他每周都去探望狱中的父亲。
2. Ricky has been out of prison for three years now.
里基现已出狱三年。
3. They’ll probably put him in prison for a long time.
他们很可能会让他在监狱里待很长时间。
4. Helen was sent to prison for attacking a man with a knife.
海伦因持刀袭击一名男子而被送入监狱。
5. The two men were arrested only a week after they were released from prison .
那两名男子从监狱获释后仅仅一周就被捕了。
6. Three terrorists escaped from Brixton Prison .
有三名恐怖分子从布里克斯顿监狱越狱了。
7. an increase in the number of women going to prison
入狱女性人数的增多
8. Mr Gunn received a ten year prison sentence .
冈恩先生获刑十年。
"
junior,the junior football club,青少年足球俱乐部,"adj.年少的；后进的；下级的
n.年少者，晚辈；地位较低者；大学三年级学生
","1. the junior football club
青少年足球俱乐部
"
season,the effect on plants as the seasons start to change,换季对植物的影响,"n.时期；季节；赛季
v.给…调味；使适应
","1. the effect on plants as the seasons start to change
换季对植物的影响
"
adjoin,A vacant plot of land adjoins his house.,有一块空地紧挨着他家。,"v.毗连，邻接
","1. A vacant plot of land adjoins his house.
有一块空地紧挨着他家。
"
participate,Some members refused to participate.,有些会员拒绝参加。,"v.参与，参加；分享
","1. Some members refused to participate.
有些会员拒绝参加。
"
parcel,The parcel was delivered last week.,那个邮包上周送到了。,"n.包裹，小包
v.打包；捆扎
","1. The parcel was delivered last week.
那个邮包上周送到了。
2. He sends regular food parcels to his family in Libya.
他定期给在利比亚的家人邮寄食品包裹。
"
brow,He wiped his brow with the back of his hand.,他用手背擦了擦额头。,"n.眉，眉毛；额；表情
","1. He wiped his brow with the back of his hand.
他用手背擦了擦额头。
"
introduction,"The book is a friendly, down-to-earth introduction to physics.",这是一本简明、实用的物理学入门书。,"n.介绍；引进；采用；入门；传入
","1. The book is a friendly, down-to-earth introduction to physics.
这是一本简明、实用的物理学入门书。
"
mad,He can’t possibly get that finished in time. He must be mad !,他不可能按时完成的。他一定是疯了！,"adj.疯狂的；发疯的；愚蠢的；着迷的
n.狂怒
","1. He can’t possibly get that finished in time. He must be mad !
他不可能按时完成的。他一定是疯了！
2. I’d go mad (= start to feel crazy ) if I was stuck at home all day.
如果我整天困在家里我会发疯的。
3. He’s been driving me mad !
他真让我受不了！
4. You’ve agreed to marry him! Are you mad?
你已经同意跟他结婚了！你疯了吗？
5. Surely no one would be mad enough to fly in this weather?
肯定没有人会傻到在这样的天气条件下飞行吧？
6. My friends all think I’m stark raving mad (= completely crazy ) .
我的朋友都认为我是彻底疯了。
7. It’s enough to send you barking mad (= completely crazy ) .
这足以让你发狂。
"
spite,We went out in spite of the rain.,尽管下着雨，我们还是出去了。,"n.不顾；恶意；怨恨
v.刁难；使恼怒
","1. We went out in spite of the rain.
尽管下着雨，我们还是出去了。
2. Kelly loved her husband in spite of the fact that he drank too much.
虽然丈夫酗酒，凯莉仍然爱着他。
"
balance,I lost my balance and fell on my face.,我失去平衡，脸着地摔倒了。,"n.平衡；余额；匀称
v.使平衡；结算；使相称
","1. I lost my balance and fell on my face.
我失去平衡，脸着地摔倒了。
"
seldom,Karen had seldom seen him so angry.,卡伦很少见他这么生气过。,"adv.很少，不常
","1. Karen had seldom seen him so angry.
卡伦很少见他这么生气过。
"
inferior,I felt very inferior among all those academics.,与那些大学教师在一起，我自惭形秽。,"adj.差的；自卑的；下级的，下等的
n.下级；次品
","1. I felt very inferior among all those academics.
与那些大学教师在一起，我自惭形秽。
2. wine of inferior quality
劣质葡萄酒
3. inferior goods
质量低劣的商品
"
sovereign,Lithuania and Armenia signed a treaty in Vilnius recognizing each other as independent sovereign states.,立陶宛和亚美尼亚在维尔纽斯签订了一份互相承认各自为独立主权国家的协定。,"adj.至高无上的；有主权的；拥有最高统治权的；不折不扣的；极好的
n.君主；独立国；最高统治者
","1. Lithuania and Armenia signed a treaty in Vilnius recognizing each other as independent sovereign states.
立陶宛和亚美尼亚在维尔纽斯签订了一份互相承认各自为独立主权国家的协定。
"
employment,She was offered employment in the sales office.,她获聘在销售部工作。,"n.使用；职业；雇用
","1. She was offered employment in the sales office.
她获聘在销售部工作。
"
heritage,the importance of preserving the national heritage,保护民族遗产的重要性,"n.遗产；传统；继承物；继承权
","1. the importance of preserving the national heritage
保护民族遗产的重要性
2. beautiful old buildings which are part of our heritage
属于我们遗产一部分的漂亮古建筑
"
gene,human genes,人类基因,"n.[遗] 基因，遗传因子
","1. human genes
人类基因
2. the genes that regulate cell division
控制细胞分裂的基因
"
toast,I had a piece of toast for breakfast.,我早饭吃了一片吐司。,"n.干杯；烤面包；接受敬酒的人；（在某领域）广受赞誉的人
v.向…祝酒，为…干杯
","1. I had a piece of toast for breakfast.
我早饭吃了一片吐司。
"
weird,A really weird thing happened last night.,昨晚发生了一件非常奇怪的事。,"adj.怪异的；不可思议的；超自然的
n.（苏格兰）命运；预言
","1. A really weird thing happened last night.
昨晚发生了一件非常奇怪的事。
2. He’s a weird bloke.
他是个古怪的家伙。
3. They sell all sorts of weird and wonderful (= very strange ) products.
他们出售各种稀奇古怪的产品。
"
internal,We have no interest in interfering in the internal affairs of other countries.,我们对干涉其他国家内政不感兴趣。,"adj.内部的；内在的；国内的
","1. We have no interest in interfering in the internal affairs of other countries.
我们对干涉其他国家内政不感兴趣。
2. the threat to internal security
对国内安全的威胁
3. internal markets
国内市场
"
subsequent,These skills were passed on to subsequent generations.,这些技能代代相传。,"adj.后来的，随后的
","1. These skills were passed on to subsequent generations.
这些技能代代相传。
2. subsequent pages of the book
接下去的书页
"
humiliate,Her boss humiliated her in front of all her colleagues.,她的老板在所有同事面前羞辱了她。,"v.羞辱；使…丢脸；耻辱
","1. Her boss humiliated her in front of all her colleagues.
她的老板在所有同事面前羞辱了她。
"
inherit,inherited wealth,继承的财富,"v.继承；遗传而得
","1. inherited wealth
继承的财富
"
compel,His performance compelled the audience’s attention .,他的表演吸引了观众的注意力。,"v.强迫，迫使；强使发生
n.(Compel)人名；(法)孔佩尔
","1. His performance compelled the audience’s attention .
他的表演吸引了观众的注意力。
"
appetite,Her husband always had a huge appetite.,她丈夫向来胃口极大。,"n.食欲；嗜好
","1. Her husband always had a huge appetite.
她丈夫向来胃口极大。
2. Symptoms include tiredness and loss of appetite.
症状包括疲倦和食欲不振。
"
compose,Barrington has composed the music for a new production of ‘A Midsummer Night’s Dream’.,巴林顿为新版的《仲夏夜之梦》谱了曲。,"v.构成；写作；使平静；排…的版
","1. Barrington has composed the music for a new production of ‘A Midsummer Night’s Dream’.
巴林顿为新版的《仲夏夜之梦》谱了曲。
"
frank,"To be perfectly frank, I think it’s a bad idea.",老实说，我认为这个主意不好。,"adj.坦白的，直率的；老实的
n.免费邮寄特权
v.免费邮寄
","1. To be perfectly frank, I think it’s a bad idea.
老实说，我认为这个主意不好。
"
equation,"In the equation 2x + 1 = 7, what is x?",在方程式2x+1=7中，x的值为多少？,"n.方程式，等式；相等；[化学] 反应式
","1. In the equation 2x + 1 = 7, what is x?
在方程式2x+1=7中，x的值为多少？
"
asleep,Quiet! The baby’s asleep.,安静！ 宝宝在睡觉。,"adj.睡着的；麻木的；长眠的
adv.熟睡地；进入睡眠状态
","1. Quiet! The baby’s asleep.
安静！ 宝宝在睡觉。
"
essence,In essence his message was very simple.,实质上他想表达的意思很简单。,"n.本质，实质；精华；香精
","1. In essence his message was very simple.
实质上他想表达的意思很简单。
"
substitute,Germany brought on a substitute at half time.,德国队在比赛半场时换上一名替补队员。,"n.代用品；代替者
v.替代
","1. Germany brought on a substitute at half time.
德国队在比赛半场时换上一名替补队员。
2. substitute goalkeeper
替补守门员
"
harsh,the harsh measures taken against the protesters,针对抗议者采取的严厉措施,"adj.严厉的；严酷的；刺耳的；粗糙的；刺目的
n.(Harsh)人名；(英)哈什
","1. the harsh measures taken against the protesters
针对抗议者采取的严厉措施
2. ‘She’s an idiot!’ ‘Aren’t you being a bit harsh?’
“她是个白痴！”“你是不是有点太苛刻了？”
3. a harsh, authoritarian regime
残酷的独裁政权
4. He had harsh words (= severe criticism ) for the Government.
他严词批评政府
"
maintenance,the cost of repairs and maintenance,维修保养费,"n.维护，维修；保持；生活费用
","1. the cost of repairs and maintenance
维修保养费
2. The theatres were closed on Saturday and Sunday for routine maintenance .
戏院周六和周日关闭进行例行维护。
3. Engineers are carrying out essential maintenance work on the main line to Cambridge.
机修工正在对通往剑桥的干线进行必要的养护。
4. an evening class in car maintenance
汽车保养的夜校课程
"
weigh,The young birds weigh only a few grams.,雏鸟重量只有几克。,"v.权衡；考虑；称…重量
n.权衡；称重量
","1. The young birds weigh only a few grams.
雏鸟重量只有几克。
2. Do you know how much it weighs?
你知道它的重量吗？
3. (= how much ) do you weigh?
你的体重是多少？
4. The box was full of books and weighed a ton (= was very heavy ).
这箱子里放满了书，重得很。
"
repel,The smell repelled him.,这气味让他反感。,"v.击退；抵制；使厌恶；使不愉快
","1. The smell repelled him.
这气味让他反感。
"
globe,We export our goods all over the globe.,我们的商品出口到世界各地。,"n.地球；地球仪；球体
vt.使…成球形
vi.成球状
","1. We export our goods all over the globe.
我们的商品出口到世界各地。
"
excite,"His playing is technically brilliant, but it doesn’t excite me.",他的演奏技巧娴熟，但并不让我激动。,"v.激起；刺激…，使…兴奋
","1. His playing is technically brilliant, but it doesn’t excite me.
他的演奏技巧娴熟，但并不让我激动。
"
mammal,A whale is a kind of mammal.,鲸是一种哺乳动物。,"n.[脊椎] 哺乳动物
","1. A whale is a kind of mammal.
鲸是一种哺乳动物。
2. The whale is a mammal.
鲸鱼是哺乳动物。
3. The problem with that theory is that no other mammal has resorted to this method of cooling down.
这一理论的问题在于，没有其他的哺乳动物采取了这种降低体温的方式。
"
launch,"The organization has launched a campaign to raise $150,000.",为了筹集15万美元，该组织发起了一场募捐活动。,"v.发射（导弹、火箭等）；发起，发动；使…下水
n.发射；发行，投放市场；下水；汽艇
","1. The organization has launched a campaign to raise $150,000.
为了筹集15万美元，该组织发起了一场募捐活动。
2. The Canadian police plan to launch an investigation into the deal.
加拿大警方计划对这宗交易进行调查。
3. The book launched his career as a novelist.
这本书开启了他的小说创作生涯。
"
pronounce,The scheme was pronounced a failure.,该方案宣告失败。,"v.发音；宣判；断言
","1. The scheme was pronounced a failure.
该方案宣告失败。
"
prevalent,the prevalent belief in astrology,对占星术的普遍相信,"adj.流行的；普遍的，广传的
","1. the prevalent belief in astrology
对占星术的普遍相信
"
temperament,His impulsive temperament regularly got him into difficulties.,他容易冲动的性格经常使他陷入困境。,"n.气质，性情，性格；急躁
","1. His impulsive temperament regularly got him into difficulties.
他容易冲动的性格经常使他陷入困境。
"
filter,The water in the tank is constantly filtered.,鱼缸里的水在不停地被过滤。,"v.滤过；渗入；慢慢传开
n.滤波器；[化工] 过滤器；筛选；滤光器
","1. The water in the tank is constantly filtered.
鱼缸里的水在不停地被过滤。
2. The ozone layer filters harmful UV rays from the sun.
臭氧层过滤掉有害的太阳紫外线。
"
constituent,He told his constituents that he would continue to represent them to the best of his ability.,他告诉他的选民们他会继续竭尽所能代表他们。,"n.成分；选民；委托人
adj.构成的；选举的
","1. He told his constituents that he would continue to represent them to the best of his ability.
他告诉他的选民们他会继续竭尽所能代表他们。
"
undertake,He undertook to pay the money back in six months.,他保证在六个月之内还钱。,"v.承担，保证；从事；同意；试图
","1. He undertook to pay the money back in six months.
他保证在六个月之内还钱。
"
sharp,Make sure you use a good sharp knife.,你一定要用锋利的好刀。,"adj.急剧的；锋利的；强烈的；敏捷的；刺耳的
adv.急剧地；锐利地；突然地
n.尖头；骗子；内行
vt.磨快；把音调升高
vi.打扮；升音演奏
","1. Make sure you use a good sharp knife.
你一定要用锋利的好刀。
2. Its teeth are razor sharp (= very sharp ) .
它的牙齿非常锋利。
3. Do not cross the bridge but turn sharp left to go down on to the towpath.
不要过桥，而是向左急转下到纤道上去。
"
shock,She was shaking with shock and humiliation.,她又是震惊，又是羞辱，身体直发抖。,"n.休克；震惊；震动；打击；禾束堆
v.使休克；使震惊；使震动；使受电击；把…堆成禾束堆
adj.浓密的；蓬乱的
","1. She was shaking with shock and humiliation.
她又是震惊，又是羞辱，身体直发抖。
"
hedge,You’re hedging again - have you got the money or haven’t you?,你又在闪烁其词了，你究竟有没有钱？,"v.用树篱笆围住；避免作正面答复
n.对冲，套期保值；树篱；障碍
","1. You’re hedging again - have you got the money or haven’t you?
你又在闪烁其词了，你究竟有没有钱？
2. ‘That depends on my partner,’ she hedged.
“那取决于我的合伙人。”她避重就轻地答道。
"
decisive,a decisive leader,果断的领袖,"adj.决定性的；果断的，坚定的
","1. a decisive leader
果断的领袖
"
pharmacy,an all-night pharmacy,通宵药店,"n.药房；配药学，药剂学；制药业；一批备用药品
","1. an all-night pharmacy
通宵药店
"
zoom,,,"n.急速上升；嗡嗡声；[摄] 变焦摄影
v.急速上升；摄像机移动
",
treason,The defendant was convicted of high treason (= treason of the worst kind ) and sentenced to death.,被告被判犯有严重叛国罪，并处以死刑。,"n.[法] 叛国罪；不忠
","1. The defendant was convicted of high treason (= treason of the worst kind ) and sentenced to death.
被告被判犯有严重叛国罪，并处以死刑。
"
astronaut,,,"n.宇航员，航天员；太空旅行者
",
fertilizer,"...farming without any purchased chemical, fertilizer or pesticide.",…不使用任何购买的化学品、肥料或杀虫剂的耕作。,"n.[肥料] 肥料；受精媒介物；促进发展者
","1. ...farming without any purchased chemical, fertilizer or pesticide.
…不使用任何购买的化学品、肥料或杀虫剂的耕作。
"
cripple,She was crippled in a car accident.,她在一次车祸中成了瘸子。,"v.削弱；使跛；使残废
n.跛子；残废
adj.跛的；残废的
","1. She was crippled in a car accident.
她在一次车祸中成了瘸子。
"
slope,a steep slope,陡坡,"n.斜坡；倾斜；斜率；扛枪姿势
v.倾斜；逃走
","1. a steep slope
陡坡
2. a gentle
缓坡
3. She looked back up the grassy slope.
她回头望了一眼那绿草如茵的坡地。
"
degenerate,"Inactivity can make your joints stiff, and the bones may begin to degenerate.",不活动会使关节僵硬，骨骼因此可能会开始退化。,"v.使退化；恶化
adj.退化的；堕落的
n.堕落的人
","1. Inactivity can make your joints stiff, and the bones may begin to degenerate.
不活动会使关节僵硬，骨骼因此可能会开始退化。
"
ribbon,little girls with ribbons in their hair,头发上系着丝带的小姑娘们,"n.带；缎带；（勋章等的）绶带；带状物；勋表
vi.形成带状
vt.把…撕成条带；用缎带装饰
","1. little girls with ribbons in their hair
头发上系着丝带的小姑娘们
2. a bundle of letters tied with pale blue ribbon
一捆用淡蓝色丝带扎好的信
3. The ribbon was cut and the new station was officially open.
剪彩后，新车站正式开始运营。
"
cage,I hate to see birds in cages.,我不喜欢看到鸟在笼子里。,"n.笼，兽笼；牢房，监狱
v.把…关进笼子；把…囚禁起来
","1. I hate to see birds in cages.
我不喜欢看到鸟在笼子里。
"
jet,He owns a private jet.,他拥有一架私人喷气式飞机。,"n.喷射，喷嘴；喷气式飞机；黑玉
adj.墨黑的
v.射出
","1. He owns a private jet.
他拥有一架私人喷气式飞机。
"
alternate,The two patterns alternate over periods of two to seven years in the tropical Pacific.,在热带的太平洋地区，这两种现象的交替周期超过了两到七年。,"v.交替；轮流
adj.交替的；轮流的
n.替换物
","1. The two patterns alternate over periods of two to seven years in the tropical Pacific.
在热带的太平洋地区，这两种现象的交替周期超过了两到七年。
2. To make the tiger blink, you alternate the transparency between the two areas by locating both the areas and paths in the corresponding XML.
要让老虎眨眼，可以通过在相应的 XML 中定位这两个区域及其路径来在两个区域间交替透明性。
3. In most jurisdictions, twelve jurors and two alternates are chosen.
在大多数审判中，12名陪审员和2名替补人员会被选出。
"
gasoline,A gasoline engine drives the motorboat.,汽油引擎推动汽船。,"n.汽油
","1. A gasoline engine drives the motorboat.
汽油引擎推动汽船。
2. No cars in Brazil run on pure gasoline anymore. The government requires that all vehicles run on blended fuel of about one-quarter ethanol.
如今巴西不再使用单纯靠汽油驱动的汽车，政府要求所有机动车均采用含四分之一乙醇的混合燃料。
"
heel,black boots with high heels,有高跟的黑靴子,"n.脚后跟；踵
v.倾侧
","1. black boots with high heels
有高跟的黑靴子
"
sleeve,a dress with long sleeves,长袖连衣裙,"n.[机] 套筒，[机] 套管；袖子，[服装] 袖套
vt.给……装袖子；给……装套筒
","1. a dress with long sleeves
长袖连衣裙
"
dawn,"When dawn broke (= the first light of the day appeared ) , we were still 50 miles from Calcutta.",破晓的时候，我们离加尔各答还有50英里。,"n.黎明；开端
v.破晓；出现；被领悟
","1. When dawn broke (= the first light of the day appeared ) , we were still 50 miles from Calcutta.
破晓的时候，我们离加尔各答还有50英里。
2. I was up at the crack of dawn (= very early in the morning ) to get the plane.
我一大早就起来赶飞机。
3. We worked from dawn to dusk (= through the whole day while it is light ) .
我们从早干到晚。
4. the cold light of dawn
清冷的晨曦
"
scrape,I came away from the accident with only cuts and scrapes.,这次事故我只受了点皮外伤。,"n.刮掉；擦痕；困境；刮擦声
v.刮；擦伤；挖成
","1. I came away from the accident with only cuts and scrapes.
这次事故我只受了点皮外伤。
"
stadium,the new Olympic Stadium,新的奥林匹克体育场,"n.体育场；露天大型运动场
","1. the new Olympic Stadium
新的奥林匹克体育场
"
forbid,Lack of space forbids listing the names of all those who contributed.,由于篇幅限制，无法列出所有捐款人的姓名。,"v.禁止；不准；不允许；〈正式〉严禁
","1. Lack of space forbids listing the names of all those who contributed.
由于篇幅限制，无法列出所有捐款人的姓名。
"
tomb,the family tomb,家族坟墓,"n.坟墓；死亡
vt.埋葬
","1. the family tomb
家族坟墓
"
irrespective,The modularity system can then match you with what you need irrespective of which module provides it.,模块化系统可以很好地匹配您的需求，而不需要考虑是哪个模块提供的。,"adj.无关的；不考虑的；不顾的
","1. The modularity system can then match you with what you need irrespective of which module provides it.
模块化系统可以很好地匹配您的需求，而不需要考虑是哪个模块提供的。
2. This also means that you can refer to a savepoint only in the same execution of a procedure, but not from another execution of the same or other procedures irrespective of the nesting level.
这也意味着您只能在存储过程的同一次执行中引用保存点，而不能从同一个过程或任何嵌套级别的其他过程的不同执行中引用。
"
dissipate,"As he thought it over, his anger gradually dissipated.",他想明白后，怒气就渐渐消了。,"v.浪费；使…消散
","1. As he thought it over, his anger gradually dissipated.
他想明白后，怒气就渐渐消了。
2. Little by little, the smoke was dissipated by the breeze.
在微风的吹拂下烟雾渐渐地消散了。
"
accordingly,Katherine still considered him a child and treated him accordingly.,凯瑟琳仍旧把他当作小孩子，像对待小孩子一样对他。,"adv.因此，于是；相应地；照著
","1. Katherine still considered him a child and treated him accordingly.
凯瑟琳仍旧把他当作小孩子，像对待小孩子一样对他。
"
imaginary,"As she listened, she played an imaginary piano on her knees.",她边听边在膝盖上作弹钢琴状。,"adj.虚构的，假想的；想像的；虚数的
","1. As she listened, she played an imaginary piano on her knees.
她边听边在膝盖上作弹钢琴状。
2. We must protect older people from harm, whether it is real or imaginary.
我们必须保护老人免受伤害，无论这伤害是真实的还是假想的。
"
spectator,"The match attracted over 40,000 spectators.",这场比赛吸引了四万多名观众。,"n.观众；旁观者
","1. The match attracted over 40,000 spectators.
这场比赛吸引了四万多名观众。
"
drawing,I’ve never been very good at drawing.,我向来不擅长画图。,"n.图画；牵引；素描术
v.绘画；吸引（draw的ing形式）；拖曳
","1. I’ve never been very good at drawing.
我向来不擅长画图。
"
drip,The tap’s dripping .,水龙头在滴水。,"v.滴下；充满；漏下
n.水滴，滴水声；静脉滴注；使人厌烦的人
","1. The tap’s dripping .
水龙头在滴水。
2. Her boots were muddy and her hair was dripping .
她的靴子沾满了泥，头发在滴水。
"
aesthetic,"From an esthetic point of view, it’s a nice design.",从美学角度看，这是个不错的设计。,"adj.美的；美学的；审美的，具有审美趣味的
","1. From an esthetic point of view, it’s a nice design.
从美学角度看，这是个不错的设计。
2. a work of great aesthetic appeal
极富美之神韵的作品
"
grey,an old lady with grey hair,头发灰白的老太太,"adj.灰色的；灰白的
v.使变成灰色；使变老
n.灰色
","1. an old lady with grey hair
头发灰白的老太太
2. a grey sky
灰色的天空
"
pity,It’s a great pity Joyce wasn’t invited.,乔伊斯没有受到邀请太遗憾了。,"n.怜悯，同情；遗憾
v.对……表示怜悯；对……感到同情
","1. It’s a great pity Joyce wasn’t invited.
乔伊斯没有受到邀请太遗憾了。
2. I like Charlie. Pity he had to marry that awful woman.
我喜欢查利，遗憾的是他得和那个糟糕的女人结婚。
3. A pity we can’t find the guy who did it.
真遗憾我们找不到那个干了这件事的家伙。
"
grope,"With his left hand he groped for the knob, turned it, and pulled the door open.",他用左手摸索到门把手，转动把手，把门拉开。,"v.摸索；探索
n.摸索；触摸
","1. With his left hand he groped for the knob, turned it, and pulled the door open.
他用左手摸索到门把手，转动把手，把门拉开。
"
erupt,Violence erupted after police shot a student during the demonstration.,警察向示威人群中的一名学生开枪，暴乱随之发生。,"v.爆发；喷出；发疹；长牙
","1. Violence erupted after police shot a student during the demonstration.
警察向示威人群中的一名学生开枪，暴乱随之发生。
2. A political row erupted over the MP’s comments.
这名下院议员的评论引发了一场政治论战。
"
situated,His hotel is situated in one of the loveliest places on the Loire.,他的旅馆坐落在卢瓦尔的一个最优美的地方。,"adj.位于…的；处于…境遇的
v.使位于；使处于（situate的过去分词）
","1. His hotel is situated in one of the loveliest places on the Loire.
他的旅馆坐落在卢瓦尔的一个最优美的地方。
"
expertise,She was not an accountant and didn't have the expertise to verify all of the financial details.,她不是会计，不具有核查所有这些财政细目的专业知识。,"n.专门知识；专门技术；专家的意见
","1. She was not an accountant and didn't have the expertise to verify all of the financial details.
她不是会计，不具有核查所有这些财政细目的专业知识。
"
legend,Local legend has it that (= says that ) the island was the original Garden of Eden.,当地传说这个岛就是伊甸园的原型。,"n.传奇；说明；图例；刻印文字
","1. Local legend has it that (= says that ) the island was the original Garden of Eden.
当地传说这个岛就是伊甸园的原型。
"
safeguard,International safeguards prevent the increase of nuclear weapons.,国际安全条约防止核武器数量增加。,"n.[安全] 保护；保卫；保护措施
v.[安全] 保护，护卫
","1. International safeguards prevent the increase of nuclear weapons.
国际安全条约防止核武器数量增加。
"
rectify,Only an act of Congress could rectify the situation.,只有国会的法案才能扭转这种局面。,"v.改正；精馏；整流
","1. Only an act of Congress could rectify the situation.
只有国会的法案才能扭转这种局面。
"
library,a public library,公共图书馆,"n.图书馆，藏书室；文库
","1. a public library
公共图书馆
2. a library book 
图书馆的书
"
medieval,These spices were first brought to Italy from the East in medieval times.,这些香料最早是在中世纪时从东方被带到了意大利。,"adj.中世纪的；原始的；仿中世纪的；老式的
","1. These spices were first brought to Italy from the East in medieval times.
这些香料最早是在中世纪时从东方被带到了意大利。
2. a medieval castle
一座中世纪城堡
"
zone,San Francisco and Tokyo are both located in earthquake zones.,旧金山和东京都位于地震带。,"n.地带；地区；联防
v.分成区
","1. San Francisco and Tokyo are both located in earthquake zones.
旧金山和东京都位于地震带。
2. The government has set up a special economic zone to promote private enterprise.
政府设立了一个经济特区来推动私营企业的发展。
"
